category,Bowel,Bowel,Bowel,Bowel,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cardio_Vascular,Cardio_Vascular,Cardio_Vascular,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Inflammatory,Inflammatory,Inflammatory,Inflammatory,Liver,Liver,Liver,Liver,Liver,Neurological,Neurological,Tumor,Tumor,Tumor,Tumor,Tumor,species
msp_0010,0.02669407804208102,0.0,0.4991647768897191,0.0,0.23374067491888068,0.08026060408476263,0.10161893342430679,0.22940006365162208,0.23118988301492252,0.2192029137447305,0.04715539791054932,0.205663793439865,0.021525285227225643,0.0002469298533387715,0.0,0.12493140667747166,0.0,0.08853802433348634,0.0,0.1277939125939482,0.0,0.08690922056750285,0.08135203724553226,0.0,0.049405413039163,0.0,0.0,0.006022548693299623,0.221375700647419,0.12070340037293233,0.1678435779004954,0.14365866981942196,0.0,0.12794421206314033,0.0,0.17780575091556436,0.03305397375530717,0.04259977706852715,0.09321395351027922,0.0,Bacteroides fragilis 1
msp_0011,0.04904147712672133,0.49292491529901356,0.1189176780021126,0.04567892997598171,0.0701153819931518,0.0,0.18304279185692615,0.03982000472303095,0.1033549289957051,0.11504248439241074,0.06354670887442739,0.0,0.1654337987826628,0.1896364460392894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11713692625281548,0.0,0.0,0.0,0.0,0.0,0.0,0.14397204940618052,0.048574227289453244,0.0,0.24605609130116393,0.0,0.00293344397557284,0.0,0.05684146563750058,0.0,0.0,0.2151822535521536,0.0,Bacteroides thetaiotaomicron
msp_0012,0.0576282262745437,0.22656708347712895,0.0,0.0,0.2575920601581181,0.01532516277845673,0.08064127235226011,0.0,0.07657844149862357,0.020543108147494524,0.06396346958490513,0.10608188048885735,0.33709611791738536,0.36489076876993515,0.0,0.0,0.0,0.06814507144639809,0.0389386941049593,0.0,0.029588577252556102,0.21540957563800905,0.1715178339034713,0.0,0.052569558910191536,0.0,0.0,0.10727609025867865,0.04423597260096473,0.0,0.14276435882234345,0.11744305861712513,0.0,0.0,0.13218830416865562,0.0,0.11226327059316316,0.0,0.06956081593112588,0.0,Parabacteroides distasonis
msp_0013,0.0,0.0,0.0,0.0,0.019322527981999855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02867969262356891,0.0,0.0,0.0,0.04830228558489547,0.024948470006643346,0.0,0.09231187059538704,0.0,0.0,0.012614102885572544,0.0,0.08169772626217876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01506452457309362,0.0,0.0,0.0,0.025190174074582655,0.0,Ruminococcus bicirculans
msp_0014,0.0,0.0,0.0,0.0,0.23134215193522795,0.15163720521862617,0.14363466180197534,0.21851698061470604,0.2948585556613502,0.14027065849895187,0.07757208241138465,0.2631425938403955,0.2893946122384488,0.2151095029556127,0.2842810413970127,0.17927333042578952,0.05961912313823987,0.05070458066854898,0.0,0.09535429388526988,0.0,0.12327390595027117,0.0,0.04388456403083824,0.0,0.14654567751403472,0.0,0.0,0.0,0.01585657374380789,0.0,0.0,0.07388250739822531,0.19198468976277924,0.20719083639283936,0.039216029732144955,0.03768744462553709,0.11961067105901008,0.036855256858251265,0.04958312846743077,Eisenbergiella tayi
msp_0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030241576789981583,0.0,0.0,0.0,0.0,0.1648891936173691,0.07528528943507294,0.027713809652583438,0.0018008275601366865,0.0,0.0,0.0,0.0,0.0,0.01936375043467359,0.0,0.0,0.0,0.0,0.05593817581840358,0.2248220573607038,0.0,0.007834020970059231,0.0,0.0,0.01247109529949739,0.0,0.0,0.044183981788584334,Roseburia faecis
msp_0016,0.0,0.0,0.0,0.0,0.20676460543341338,0.0,0.019613154084433832,0.0,0.06257446217814384,0.0,0.17739026278403383,0.024190806863515994,0.0,0.0,0.12930838747264545,0.0,0.0,0.00410014885100511,0.005511166549927769,0.0,0.0,0.0,0.0,0.029921703143029697,0.1265393701301408,0.0,0.21294095127358875,0.15327212700545556,0.1031367825985273,0.0,0.0,0.325179734839057,0.012274599604497062,0.09032408569359458,0.0,0.0,0.0,0.06856975301733996,0.07799997239197565,0.1634681208906408,Bacteroides plebeius
msp_0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08963112553220248,0.010381930073673246,0.0,0.02190120474776558,0.0,0.0,0.10338787217787343,0.0,0.0,0.0,0.0,0.09777166748120573,0.0,0.0,0.12014065863430257,0.02061731949930578,0.0,0.0,0.0,0.0626938670602719,0.21825805097764306,0.014137126208872012,0.0,0.0,0.0,0.006798328922293215,0.0,0.0,0.0,Roseburia intestinalis
msp_0018,0.004630425225694952,0.0,0.0,0.0,0.1607237156674382,0.18741175423800757,0.051798965890679255,0.12283557655284966,0.18020470548744966,0.0017898025887108484,0.0,0.26409214737590525,0.1983986505189964,0.23769097226670277,0.25537030756565454,0.260972265700242,0.11998276363874881,0.07170140826125736,0.031114643207303786,0.17453968926175079,0.01780662750033111,0.09574180800861785,0.0,0.05545645224908358,0.0,0.05855391260394285,0.0,0.0,0.0,0.0,0.0,0.0,0.04182605698384894,0.27915349667142547,0.0,0.07014070949714203,0.0,0.1226276703695095,0.12867254037161108,0.03891649904645413,Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27
msp_0019,0.0,0.43409931012992464,0.05465408616863934,0.0,0.19608997444530898,0.0,0.036898487522780916,0.0,0.03037317184867958,0.0,0.008750841371063188,0.0,0.0,0.02360853219271591,0.04172805876728742,0.0,0.0,0.0,0.022806510369883935,0.0,0.11051474408761938,0.0,0.19208119905195115,0.0,0.03206417281241682,0.034019991308462706,0.009748868096914118,0.06599432252864394,0.0,0.0,0.19794951921025758,0.0,0.0,0.2518635492247458,0.02586687542516557,0.0,0.034443219152172806,0.0,0.0042421425188620375,0.0,Bacteroides faecis
msp_0020,0.20703068219701468,0.7563225565351139,0.08198112925295901,0.0748720584462488,0.08199779375635385,0.1337697908657866,0.15764531815788502,0.16042362994377418,0.2193194978153948,0.0,0.0,0.2937682239634932,0.4446434402407469,0.23915145635117188,0.31856943836293067,0.1365873929208893,0.27075187112958454,0.0,0.005290613111316758,0.3843459778417624,0.01780662750033111,0.13941598427865387,0.0,0.33596921603771374,0.0,0.0,0.0,0.0,0.036401948821660715,0.32803652872432115,0.08561284488115194,0.0,0.28556322647842286,0.23450729948397372,0.0,0.009628335956345897,0.0,0.0023550047001194376,0.0,0.0958351025430646,Clostridium clostridioforme 1
msp_0021,0.0,0.0,0.0,0.0,0.22744553813045304,0.0,0.0,0.2157391891724928,0.11308006140938966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182224857923397,0.04087341621879403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039421363024757745,0.13993157548698013,0.0,0.0,0.0858122226493726,0.0,0.0,0.0,0.0,0.0,Bacteroides xylanisolvens
msp_0022,0.0,0.0,0.08930768455915242,0.0,0.0,0.0,0.05651817489543118,0.0,0.038642832339667955,0.024652535175627315,0.0972238374684949,0.02864528466860368,0.06274409851057705,0.10902234349848845,0.01443956578908303,0.0,0.0,0.0,0.003516905599316787,0.0,0.0,0.0,0.2594186562598887,0.04376472562327995,0.08534201778577838,0.02708885999645199,0.0,0.07494201007594804,0.0,0.0,0.19939845191642291,0.26258699635370136,0.07295489524716028,0.10099750661985712,0.10899989437649327,0.03877380164896214,0.03762509368719256,0.1010895340275116,0.09337990001509841,0.13109210963007756,Bacteroides finegoldii
msp_0023,0.0,0.0,0.060256979935138046,0.0,0.24057750728991847,0.07856539525120468,0.0,0.05314146378368086,0.0,0.044057695260316915,0.10415523268022012,0.017166310087726074,0.08822155080287394,0.21166405368806032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05314736947477701,0.061434301695619906,0.0,0.01590115321498918,0.0566980610169154,0.009946501724131642,0.06140590043345357,0.09649538025263363,0.0,0.13445808422073313,0.2280740635205349,0.0,0.03457910479339402,0.07071890405768536,0.0,0.09145935454717406,0.04978718287735445,0.13995956499065806,0.017150268430709124,Bacteroides caccae
msp_0024,0.09810872073908987,0.5350284209791206,0.0,0.004029877219034636,0.23535108386224177,0.17830850424635913,0.21662365245335855,0.20592812792796533,0.26036359689851674,0.14153923698793242,0.049329569005019405,0.2700904200648132,0.3662451299681768,0.255094229323306,0.2861584604635029,1.0,0.13417296327399109,0.0,0.005658985261160433,0.18832857057371546,0.033145041860526935,0.15445989404936306,0.0,0.14304390092304028,0.0,0.0,0.0,0.0,0.16932252748391025,0.33721106262562667,0.0,0.0,0.13029880221375498,0.2209809673530185,0.1033055191588962,0.0,0.0,0.0,0.1246202418650992,0.08196050556753223,Hungatella hathewayi 2
msp_0025,0.0,0.0,0.0,0.0,0.15410372572258688,0.22618178999194458,0.1161553717731022,0.11612828882381775,0.11017547573059687,0.0,0.018917847101758645,0.02820295528193052,0.0,0.01935923596532296,0.06960647022954128,0.1457160240799271,0.08698482329292756,0.0,0.02684552826895662,0.0,0.11600764651184427,0.00787197006520668,0.0,0.0,0.0354820667111633,0.06750005766050415,0.0,0.015204777322561714,0.011266046563824354,0.0,0.0,0.0,0.03767205262700679,0.1891600797952223,0.4332727560758769,0.0,0.03415603271400999,0.011747980068520875,0.18803504415004607,0.05061611031050229,Akkermansia muciniphila
msp_0026,0.0,0.0,0.29900393019643645,0.0,0.16588493759925965,0.0,0.0,0.0,0.0,0.08420420694607413,0.07074236257306521,0.1076303767139088,0.0,0.029686992875609317,0.0630030820764798,0.0,0.0532180683358114,0.0,0.0760157291833908,0.0,0.0,0.0,0.21428618716550657,0.0,0.14619769038381092,0.0,0.03278268535000215,0.1738067664964023,0.024469568773473234,0.0,0.1508318341193898,0.07060519217478459,0.0,0.0746735122079411,0.0,0.0,0.10140385257315239,0.17096024137005644,0.04711952182622379,0.0,Paraprevotella clara
msp_0027,0.0,0.0,0.13641974154451822,0.0,0.336289207752415,0.0,0.19913175649319473,0.0,0.05213638242205429,0.0,0.07042802372389388,0.0,0.16934605858117344,0.29905553914217536,0.0,0.0,0.0,0.004106973769392905,0.08465498692834675,0.0,0.08616975120961527,0.0,0.009273581401244268,0.0,0.01596350367790126,0.05910095121641362,0.08282357207148246,0.10936798341838048,0.0,0.0,0.01590361361882306,0.07801513629427796,0.0,0.0,0.009366106284035114,0.018903509756685817,0.01017960928163003,0.0,0.05525355728841387,0.11522767722908286,Parabacteroides merdae
msp_0028,0.0,0.0,0.0,0.0,0.025857484607817775,0.0486147071224857,0.0,0.11632691696663447,0.07264240333723662,0.002461124558407428,0.11804161583162574,0.12665492570717785,0.0,0.0,0.1445001031387406,0.027679767258762072,0.06101870595747746,0.0,0.08484724526003062,0.0,0.0,0.05597769717252146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014681239568198461,0.0,0.04446123135209194,0.0,0.0,0.07641100300777696,0.14583144655800465,0.0,0.0,Parabacteroides goldsteinii
msp_0029,0.0,0.0,0.27181183543340043,0.0,0.13358419341078995,0.0,0.0,0.0,0.0,0.0,0.0,0.03638987447509537,0.0,0.0,0.0,0.0,0.0,0.0,0.010144918832653928,0.0,0.005917715450511249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006436943098399107,0.03122110910400387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683842229642744,0.0,0.0,Eubacterium eligens
msp_0030,0.02155788923725929,0.0,0.0,0.148514707626265,0.13955355702509864,0.027409463364443897,0.031979143089723265,0.0,0.0,0.0939981778509553,0.09217632681818451,0.044518473692378276,0.005070203841221815,0.11079062823677116,0.2240505208494178,0.1501817080178076,0.012487679876150952,0.0,0.0,0.0,0.0,0.017060348338403454,0.0,0.0,0.0,0.0,0.0,0.019556826556101567,0.11578146432508507,0.22296512675866426,0.0,0.0,0.12652275289437387,0.1561125927788287,0.0,0.0726692631738028,0.11460073377234424,0.010446837824224951,0.0,0.0,Klebsiella pneumoniae
msp_0031,0.0,0.5350284209791206,0.020944508556479433,0.0,0.21417109555679387,0.0,0.13089195722752237,0.0,0.09620593550571702,0.06463045476610581,0.004079675110164367,0.0,0.0,0.032564141101570465,0.03818311159611849,0.0,0.17063553473448434,0.0,0.0,0.0,0.0,0.04778777819712033,0.15335210932472013,0.0,0.05861627696249751,0.026710520219372844,0.105786886685108,0.11963574624211526,0.0,0.0,0.35053555181366775,0.34372449558717183,0.09750246819647711,0.05029704848188288,0.0,0.05914157216648879,0.04690242287676462,0.021507253273273637,0.1983451124780605,0.22172709328774168,Bacteroides stercoris
msp_0032,0.0,0.0,0.0,0.0,0.35236409593106166,0.0,0.17205210386290332,0.14009599154922486,0.0,0.01906866678000328,0.05717176751793314,0.008524688848622895,0.0,0.28859621848366007,0.0,0.0,0.0,0.04412024871786213,0.014697391873779355,0.0,0.3254885084469169,0.0,0.18274674024668588,0.0,0.08401110447847146,0.07898599776423564,0.0,0.07520214449271086,0.0,0.0,0.0929659979114771,0.0,0.0,0.05421629300488967,0.18368093373724062,0.0,0.0,0.11375356338441163,0.0,0.011097232513988269,Alistipes onderdonkii
msp_0033,0.10158696168432121,0.0,0.0,0.0,0.1483994768796499,0.05760259608897961,0.18770341146889133,0.0,0.04380786885464295,0.023240409640821996,0.0,0.06900048086230662,0.18569957519462776,0.14473765655480897,0.0,0.15121579834039067,0.16294018209690692,0.07793244878656207,0.003789304180520931,0.01365401068400356,0.0,0.0,0.0,0.0,0.0,0.0,0.0033673281406813456,0.0,0.14703553359773425,0.0,0.0,0.0,0.2211130388046722,0.0,0.0,0.0,0.0,0.0,0.11684260397057077,0.13888464709645082,Bacteroides fragilis 2
msp_0034,0.0,0.0,0.03443255996293607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360612349935898,0.0,0.05057353425614038,0.0,0.0,0.0,0.0,0.0,0.0765349387572251,0.18376184855539673,0.0,0.03652418113965546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015416007358345139,Faecalibacterium sp. CAG:74
msp_0035,0.0,0.5379143536399191,0.04304069995367006,0.0,0.13684417609825206,0.0,0.09380343563969504,0.06764955468040923,0.0,0.0,0.0,0.0,0.09776120491389888,0.11675787646993742,0.0,0.0,0.0,0.0,0.014976286855564368,0.0,0.0,0.0777698789409382,0.06653673202331083,0.0,0.025658918036055224,0.0,0.17247911841800687,0.0,0.07840098758586232,0.0,0.0,0.0,0.0,0.14989146069781117,0.0,0.0,0.02908204841063177,0.1888269984738687,0.09723635004766194,0.1361355663313066,Bacteroides dorei
msp_0036,0.0,0.0,0.03471518489489752,0.0,0.3019118571998156,0.022223527275966628,0.035832829145647664,0.05927157484392919,0.0,0.03136994478170073,0.01280576722745869,0.04625645927206135,0.0,0.0013872426577387418,0.0,0.0,0.2350825027679768,0.0,0.0,0.0,0.2100295908553704,0.0,0.0,0.0,0.12082838593062178,0.0,0.0,0.0,0.0,0.0,0.0,0.08916236529407964,0.0,0.32930059044136806,0.0,0.0,0.05415197757395093,0.010413825217420056,0.08698878611058491,0.09738509713743748,Bacteroides eggerthii
msp_0037,0.0,0.0,0.0,0.0,0.22856836993708143,0.0,0.06475802543071012,0.0,0.0,0.13379355315718314,0.02017497962675694,0.1233762097283493,0.05545429320678958,0.03371783900029871,0.0,0.0,0.0,0.0,0.0729964569394731,0.0,0.10220685299508431,0.022904957027252038,0.0609245041941146,0.0,0.003358998558949979,0.0,0.0,0.028919323536805312,9.772431704876207e-05,0.0,0.0,0.19505901370832832,0.0,0.2882692474008806,0.0,0.0,0.06613142493868347,0.025453379540366302,0.0,0.0963373564037571,Bacteroides salyersiae
msp_0038,0.0,0.0,0.0,0.0,0.09233978185978572,0.0,0.017747702186084784,0.0,0.0,0.19757256027946554,0.0,0.18092862573796073,0.0,0.23917304814009466,0.0,0.0,0.12719028392572249,0.0,0.006241442794835077,0.0,0.19031424590692622,0.0,0.0,0.0,0.02265132026277857,0.0,0.0,0.004582487224265013,0.0,0.0,0.0,0.07137297047586313,0.0,0.008552224889808033,0.039981003243350105,0.0,0.029927605012517726,0.07757202874990135,0.0,0.07856629197417213,unclassified
msp_0039,0.0,0.0,0.0,0.0,0.02592623498252688,0.0,0.0,0.0,0.07840256751076094,0.04464885074042155,0.0,0.0,0.0,0.0,0.0,0.0,0.19972564058611705,0.0,0.0772011164587098,0.0,0.07623359627921193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08884144257235602,0.0,0.05702681236161884,0.10189758030016792,0.0,0.0016567475656366164,0.07179900945659219,0.15632677898974998,0.14197276751991897,Clostridium sp. CAG:127
msp_0040,0.0,0.0,0.0,0.0,0.31368740092591857,0.0,0.0,0.0,0.0,0.05613374458333243,0.04053740153436928,0.03579482101101731,0.0,0.023080970411425716,0.06371307399080776,0.0,0.05226234784506942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04702471156462502,0.0,0.08677417430867815,0.05125289989795546,0.031971274384461346,0.0,0.0,0.2234465339289242,0.03358896748954387,0.1635515451710304,0.0,0.0,0.0,0.13055753980944754,0.2151594377493334,0.01974375331184988,Bacteroides massiliensis
msp_0041,0.0,0.0,0.0,0.0,0.6512099387623485,0.0,0.002650235746213003,0.0,0.0,0.1111749544771948,0.06835243692603842,0.0,0.0,0.0,0.0,0.0,0.2954511844789604,0.0063889205118940915,0.03326711699936897,0.0,0.0,0.0,0.0,0.11332006709066683,0.1228763557058305,0.0,0.13492532394195267,0.26441534008570927,0.17933601365138838,0.0449519721293537,0.05433714498028391,0.31540898730644357,0.059426634789193036,0.12036396841470251,0.0,0.1434337666990116,0.02798676207185458,0.1323634631115325,0.1251859791409709,0.2166749185067451,Prevotella copri 1
msp_0042,0.0,0.0,0.0,0.0,0.0536338379804502,0.0,0.0,0.0,0.0,0.15105504295640126,0.004350345457129982,0.0,0.0,0.0,0.0,0.0,0.011949397300024119,0.0,0.025817282416119657,0.0,0.0,0.0,0.0,0.0,0.018954713522403514,0.08573024832942631,0.0,0.0,0.0,0.0,0.0,0.03922719611569604,0.042031758586209424,0.0,0.0,0.0,0.0,0.1604320912394132,0.0,0.0,Coprococcus eutactus 2
msp_0043,0.0,0.0,0.018151446432353436,0.0,0.015506881566305116,0.0,0.07503214974815385,0.0,0.06617580595151064,0.0,0.06893080111679954,0.08855467039414619,0.0,0.11235105962038765,0.06889056725804735,0.0,0.0,0.0,0.046992972812401244,0.028456182143414072,0.10083279982786733,0.0,0.0,0.011439322213288581,0.0989770669624302,0.0,0.16185860341509536,0.21378341573384124,0.07488832840794359,0.0,0.055699108070166425,0.29891850646553064,0.12890018871227682,0.07492755224612083,0.029707578008508588,0.0,0.0,0.08870517703783168,0.2677244288061759,0.013220292861263966,Bacteroides coprocola
msp_0044,0.016254779206885346,0.33976044276805595,0.3189375255428657,0.0,0.2713224016440715,0.263960720472661,0.16620998909761375,0.21658396761108187,0.3264427584390499,0.061146683527618026,0.06552693935133619,0.3636061281631523,0.21514711818050938,0.275408028230072,0.2668033657535617,0.21984467770998645,0.00700623174935455,0.0,0.0,0.11909997850705174,0.31594052259908123,0.09575705917032624,0.09943026774453945,0.034868524965979676,0.0,0.06873573051038527,0.0,0.0,0.058696779501425544,0.05167976875651746,0.14664780418052306,0.0,0.030471189297832754,0.08336482919934064,0.11797902718813717,0.035072484447510086,0.0,0.07669658610200948,0.006723732429666674,0.0,Hungatella hathewayi 1
msp_0045,0.0,0.0,0.0,0.0,0.08844481247788262,0.05457683990241058,0.0,0.006324475063912101,0.05916414411268835,0.0,0.0,0.03501448243522926,0.0,0.0,0.07432093975736159,0.11842691608241458,0.0,0.16628078513341651,0.0,0.0,0.05031211507383056,0.0,0.1794451101873702,0.008142944942141576,0.0,0.12451973524093671,0.0,0.0,0.0,0.0,0.09436000788338028,0.11522604346582468,0.0,0.10648157036838739,0.023415265710087823,0.0,0.0,0.010372981397048342,0.0,0.0,Ruminococcus bromii 2
msp_0046,0.0,0.35654643184699464,0.050964719143762514,0.0,0.1889877217895548,0.0,0.1381029368264946,0.0,0.02107242401421874,0.0,0.0,0.0,0.2575008897908161,0.4278019951462595,0.0,0.0,0.0,0.010631849079276928,0.0,0.0,0.0,0.04287386785723763,0.046106944597707346,0.0,0.018716465826744483,0.0,0.0,0.0,0.0,0.0,0.10769942858527667,0.05893439589042397,0.0,0.17247146498361332,0.0,0.0,0.012921458730217873,0.0,0.24696168694877213,0.0,Bacteroides uniformis
msp_0047,0.0,0.0,0.0,0.0,0.004277107268244205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569985355097593,0.0,0.03165439003438616,0.0,0.07240621164361272,0.0,0.0,0.0,0.04875950930974501,0.10444468906174471,0.0,0.010130223277689497,0.0,0.0,0.0,0.0,0.0,0.0,0.008529768828921664,0.0,0.0,0.13595986463630483,0.0,0.0,Eubacterium sp. CAG:115
