index,species,CRC Japan PRJDB4176,adenoma Japan PRJDB4176,UC Spain PRJEB2054,CD Spain PRJEB2054,CRC USA PRJEB12449,CD China PRJEB15371,GDM China PRJEB18755,PD Germany PRJEB17784,ACVD China PRJEB21528,CRC Germany PRJEB27928,Obesity Denmark PRJEB4336,CRC France PRJEB6070,adenoma France PRJEB6070,LC China PRJEB6337,RA China PRJEB6997,CRC Austria PRJEB7774,adenoma Austria PRJEB7774,CRC China PRJEB10878,T1D Luxembourg PRJNA289586,T2D Luxembourg PRJNA289586,VKH China PRJNA356225,T1D Finland SRP006764,ME/CFS USA PRJNA379741,T2D China PRJNA422434,BD China PRJNA431482,adenoma Italy PRJNA447983,CRC Italy PRJNA447983,atherosclerosis Sweden PRJNA177201
msp_0014,Eisenbergiella tayi,0.00258509248408936,0.0012441496042922,-0.00040128601557173,-0.000692307692307692,0.000683388029125095,-0.000229011900529595,-0.000185895176056093,0.00148318209235361,0.000969554269168759,0.002249910426542,0.000477144969626028,0.00066685337802842,-0.000227469472249099,0.000938666092513779,0.0012374402815757,0.00329468225519039,0.00291053394595659,0.000760063794598668,-0.00025447319218388,-0.000178193379070572,-0.000566804099730952,-0.003,0.000911801730137237,0.00162178844453679,8.78960816246856E-05,0.000844959250870396,0.0017322269269722,-0.000571187084520418
msp_0015,Roseburia faecis,-0.00191667866185,0.000511668919582651,0.000632621407762385,-0.00221432271432271,-0.000583223103350527,-0.00845339317703296,0.000565102162852425,-0.003673404812503,-0.00515763593457904,0.000340845912671903,0.00115093934752434,-0.00166893420034723,-0.000568558153030397,-0.00272673467907378,-0.00439054295815647,-0.00166679905679175,-0.00246699181351112,-0.00269071891975497,-0.00782742249755876,-0.000299850051393162,0.00145855461701843,0,-0.00115469882208437,-0.00119508835399112,-0.00227255913733525,-0.000799420528845359,-0.00283669614912914,-0.000745518518518519
msp_0016,Bacteroides plebeius,0.00260308805076199,-0.000369403110328236,-0.000577146965225759,0.000538461538461538,-0.000183621253608934,0.000242564248869717,0.00194630107110893,-7.44283619068098E-05,-0.00114314796994813,-0.000320768404579362,-0.000364589171682095,-0.000441604457443804,0.00173082644685397,-0.000642893093579541,-0.00266850460415802,0.000131342445719218,-8.98448441769655E-05,-0.00240160347311846,-0.00154523779264512,0.00157447410033481,0.000366216699141705,0,0.000615951216672333,-0.000851624917517165,0.00155478595007455,0.000197085691979333,-0.000445217226529146,0
msp_0017,Roseburia intestinalis,-0.00225664123255541,0.000878782386798581,0,0.000575213675213675,0.000359704875357743,-0.0119979979821355,0.000491944349467135,-0.00243594821713294,-0.00552631881610946,-0.00625994533970859,0.00123790288541634,-0.00205684924606526,0.00136168993120651,-0.000672893979766034,0.00108859862416551,-0.00029685213139022,-0.00289591146427067,-0.00592970291997874,-0.00978833847119581,-0.00117967555335976,0.00022459905381098,0.0015,-0.00170190161244339,-0.0103837367108064,-0.00090743388198521,0.000566837068745886,0.000431810877339922,-0.00112818783068783
msp_0018,Clostridium sp. KLE 1755 ,0.000331053529236505,0.000144936749207514,0.000203912043029434,0,0.00076153853520875,0.000471029410528044,0.000443880818607589,-0.000408679508020084,-0.00059735728977673,0.00110404211695855,-0.000454149186392871,0.000503841815452913,-0.000387023392274326,0.000358811575158483,0.000440238703041721,0.00292244810525411,0.00115567638344905,0.00154862775832311,-0.000223456556753742,0,-0.000238286039199568,0,0.00165180145740068,-0.000419066962560993,0.000723708759868015,0.00039778143048393,-0.00095873126852923,-0.00117257495590829
msp_0019,Bacteroides faecis,-0.000279697101608395,0.000841992522145374,0,0.000573847448847449,-0.000234946542862231,9.2880863115289E-05,0,0.000302991796955749,7.93052816648569E-05,-0.000150215075590188,0.00047071638694474,-0.000548012495092355,-0.000252891410411932,-0.000149187777911555,-0.000274874934150113,-0.000160025677496669,-0.00195339803512961,0,0.000762850249800523,-9.89974937343358E-05,0,0.00384583333333333,-0.000790852250445435,7.38978028364977E-05,0.000539584045388039,-0.000321409745605821,0.000333137857224727,-0.00220138852916631
msp_0020,Clostridium clostridioforme 1,-0.000747794667178048,0.000362523325648798,-0.000335709801383672,0.00199358974358974,0.000283768950254555,0.000593385365110022,0.000162314814814815,0.000119497556617119,-0.000314564470599754,0.00111180509445777,-0.000802589191858286,0.000897368716485546,0.000646248525331303,-0.000208711939026564,-0.000202420018701045,0.000386922151951776,0.00126489124150997,0.000692524013149232,0.000501221227864203,0.000372089014075462,-0.000429732452936624,-0.00169444444444444,0.000890891484011192,-0.000419119839630311,0.000446936258327839,-0.000464359780647277,-0.000259031591034957,0.000413162393162393
msp_0021,Bacteroides xylanisolvens,-0.00106899660202494,-0.000848788337198464,-0.00506159966405933,-0.00639209401709402,-0.000441789666214467,-0.000378787650010434,-0.000921375522460965,-0.000298384368299622,-0.00105196994954904,0.00127329141957574,-0.000640725783164555,-0.000740539242939796,0.000415096813345004,-0.00117836669863942,-0.000954338278177853,0.00111064429904828,-0.00608027951640653,-0.00203793568074593,-0.00128658540065762,0,0.00196437241496189,0.00170833333333333,-0.000655547407323748,0.00138819855455738,-0.00129660035571724,-0.00305777489936398,-0.000521520813683736,-0.00306672090872091
msp_0022,Bacteroides finegoldii,0.000431718860929069,0.000236713597120624,0.00066511720269962,0,-0.000549202504951255,-0.000111985367962091,-0.000273022489726967,-0.000501905261878864,-0.000566730339046065,0,-0.000500399379880372,0.000270836191049052,0.000911751985986452,-0.0015284020554305,-0.000747346124105361,-8.29768525970039E-05,0.00224327376684741,-0.00194512737682159,-0.000721240136790779,0,-0.000734049508679204,0,0.000558374094481587,-0.000409122174420429,0.00224741836398283,0.00034133691656111,-0.000567644861199258,-0.00113922753172753
msp_0023,Bacteroides caccae,0.00128412157449197,0.00257960303155267,-0.00164249810965599,-0.00029059829059829,0.00108229600603588,0.000168714337610014,-0.00581588192555682,-0.00066717283486149,0.0017909522460817,0.00375534069658102,-0.00113348885003175,-0.000733594531016996,0.000656417289692618,0.00135821244495395,0.00199566462818767,0.00120770782853766,0.000767473195288922,0.00286998067272909,-0.000841719185550694,-0.000291916815459127,0.00177440450057639,0.00147916666666667,-0.00272574606117447,0.00130114005423316,0.000833568038497495,-0.00240554035681836,0.000580211990066073,-0.00540815451215451
msp_0024,Hungatella hathewayi 2,0.00196258617569143,0.000547446683966671,-0.000643335875694898,0.00319922854922855,0.00103866508538831,0.00117055578641063,0.000488539480344952,-0.000117561430540913,0.000868340181907872,0.00200836481452128,-0.0013227945755057,0.000705108847819854,-0.000326692475039567,0.0053538484371909,-0.000528641023724493,0.0018451854893965,0.000707008675699982,0.0043409719523784,0.00208741585105266,0,-0.00101256597592478,0.00209375,0.00114125242593735,0.00402251645834594,-0.000821266926750692,0.000259263640779554,0.00140891997763356,0.000166832426832427
msp_0025,Akkermansia muciniphila,0.000934268519373332,0.000786545556323499,-0.00372342064695758,-0.0014957264957265,0.00024346632421768,3.52979889722303E-05,8.6635909839842E-05,0.00616593928005297,0.00498985117938794,0.00119921758850802,-0.00147676537741529,-0.000142812378494292,-0.000594829205311872,0.000564415834992481,-0.000384491205476724,0.00053304812509102,-0.000784175292909822,0.000555783364713402,-0.00052259548593617,0.00251371422523525,-0.00040195403129514,-0.000645833333333333,-0.000469135900837179,0.000531345100763452,0.000400166338049081,-0.00127095494861794,0.0042907656004191,0.00145729344729345
msp_0026,Paraprevotella clara,0.00104325649993978,0.00294684709944281,0.00209789501503787,0,-0.00180978498569837,0.000129044858306042,0.00327232302734492,-0.00399330989456089,-0.000211397968864059,0.000233124186217453,-0.000312111935102839,-0.000783486227509296,0.000179705224089266,0.000770636771916979,-0.00294214131957577,0.00125622918571846,0.001088760606059,-0.000473265721034076,-0.00126679626437997,0.000364047743751818,0.000831761116601308,0,-0.00109320043236738,-0.000281168646798198,0.00311252973346565,-0.00287772367361504,0.00030950856792908,0.00043026455026455
msp_0027,Parabacteroides merdae,0.00129278835421159,0.000711979830548112,0.00220077752645768,-0.00155423465423465,-0.000660910691171033,-0.00104832018115076,0.00169179648045406,-0.000691408612811145,-0.000733653851089806,-0.00398341795656339,0.000601150380159308,0.000892245368119746,0.00199754482622745,0.00046516696675272,-0.000819320402120218,0.00459740384128689,-0.000687845089229691,-0.00166575782411046,0.00123083664253376,0.000909465724452888,-0.000411106532642887,-0.000770833333333333,-0.00396727099367955,-0.00129971550640196,-0.0014943988036098,0.00124108967799109,0.000911473497042211,0.000674854700854701
msp_0028,Parabacteroides goldsteinii,0.00530581049948073,0.00202280000763901,-0.00920148686619783,-0.000297008547008547,-0.000382872971275342,0.000106148348546749,0.000938537334746065,0,0.00109269443513913,0.00153916669315535,9.36619804657703E-05,-0.00146496280679258,-0.000889650647115207,-0.00207310400019955,0.000317969613535374,0,0.000405192192718471,0.000759016666451261,-0.000259312731986,0.000187914962845711,0.000189605659106539,0,0.000871175704538224,0.00110331314533098,0.000347148331656797,0,-0.000525641057069753,0
msp_0029,Eubacterium eligens,-0.00172721646487874,-0.00137315188877383,0.000927877167388445,0.000655864197530864,-0.000739017985354034,-0.0151449786083234,-0.00423903371033207,0.00117869539924833,-0.00717849671308373,-0.00198931871847533,-0.000462417452773424,-0.0017892572404648,-0.000765609834090169,-0.00123503627784052,-0.000895405992275153,0.001043798683771,-0.000357293038825678,-0.00833128362947712,0.000646304723814129,-0.000942878028404344,-0.000720545091694251,-0.000892361111111111,-0.00177185839008979,0.000900150437788292,-0.00094509891566654,-0.00892009953662545,-0.00440288463567788,-0.00891992397725731
msp_0030,Klebsiella pneumoniae,0.00242071293730156,-0.000313071913244753,0,0.000277113010446344,0.000124626664400554,0.000885699069456361,5.11183026668339E-05,-0.000850874114113996,0.00428998598019579,0,-0.00112073471849462,-0.00020262901220458,-0.000258378124579922,0.00159152510196874,-0.00219397467297816,0.000406558605566924,0.000673093256912538,0.000735847380328085,-0.000587029633205113,0.000902045966986544,0.000369975301701228,0,0.000716125617325525,-0.000926848341377938,0.000749461522735033,0.000486080207221823,0.000655511229193841,0
msp_0031,Bacteroides stercoris,-0.00143185870826476,0.00355978263120427,0.000336845525851014,0.00256018518518518,-0.000697397646632969,-0.000967464983655057,-0.00174916151296858,-0.000352735035816317,-0.000830077690329937,0,-0.000535425746756375,0.000460092394547647,0.00247212758349811,-0.000698946822163048,0.00293464789397049,0.000605523411121893,-0.00110257545195184,-0.000630699272747442,0.000561756022367147,0,-0.00107925739877501,0,-0.00301732209256712,0.00177134054450012,0.0011801796746142,0.000580187091503142,0.00056479409277714,0.00083317620650954
msp_0032,Alistipes onderdonkii,0.00570698062000025,-0.000851686758298962,-0.00261844523020402,-0.000317663817663818,0.00164512628069607,-0.000325852383338997,0.00028376949311103,0.00159804005072766,-0.000628040005505036,0.00201026505109961,0.00148790739042471,0.00146208070140652,-0.000708824199933424,-0.000679523827111846,-0.000683700299315728,0.00381120412098087,-0.000499440233799047,0.000502730296402684,0.00161441652998347,-0.000883237856546127,-0.0019180665450639,0.000708333333333333,0.000962709786675966,0.00106579356777061,-0.00130120386034755,0.000944712229864787,-0.00240784012045651,-0.00150635327635328
msp_0033,Bacteroides fragilis 2,9.26493160841153E-05,0,-0.000620401830054004,-0.000229344729344729,5.02849324423956E-05,-0.000183308965439662,0.00111020979174842,-0.000141016774057991,0.00281144661399337,0.000164953516940405,2.74465346760661E-05,3.47101458568448E-05,0.000250760833485645,0.000574266939483273,-0.000220746863800795,0,-7.59177823012165E-05,0.00258374376933732,-4.6564118190418E-05,0.000485825335696966,-0.00487003712414417,0,0,0.000576645143509152,-0.00204954385035965,0,0.000130571442592966,-0.00027182905982906
msp_0034,Faecalibacterium sp. CAG:74,0.000447822844030214,0.000259877642765332,0.000421818181818182,-0.00217541547958215,-0.00255509421799518,-9.64530995427925E-05,-0.000578948095152498,0.00380762398982863,0.000324842589196315,-0.000762691484998537,0.000306990767456047,-0.000807355196285027,-0.000868657632831484,-0.00249945881971927,0.0010436768900637,0.000434407114400469,-0.00190423961464146,-0.00236905514024572,-0.00170903499853869,0,0.000477596399358645,0,0.000751648178043443,0.000227328409206542,0.00129342874123375,0.000247862695813135,-0.000154507067795438,0.000818803418803419
msp_0035,Bacteroides dorei,0.000589846890112915,0.000644097348710307,0.000635503037506916,0.00200135327635328,-0.000695344952519632,-0.000534846775605284,0.000512108868311556,-0.00122944735508765,0.000484823203355065,0.000530462275396168,-0.000818095560633181,-0.000693224948501504,0.000727412989334943,-0.00231168099524172,-0.00298836499730566,0.00165140450756827,-0.000828689470211211,0.0024207294929954,-0.000626368903728736,7.42077816318295E-05,-0.000762044057557466,0.00143599537037037,0.00121930586534643,0.00153158989785281,0.000347645957599092,-0.00196986143183846,-0.00129518944799352,-0.00321217813051146
msp_0036,Bacteroides eggerthii,0.000526736651135701,0.0017531471009943,0.000446877771351456,0.000267094017094017,0.000442004962433232,-9.8298340633582E-05,-0.000538983288232244,-0.000755586028133807,-0.000738994546125281,0.000133078863133465,0.00024870943784263,-0.000335901125687538,0.000576746863225435,-0.00260414820729269,0.000332409741990363,0.00272379936379009,-0.000788674171494372,-0.000717128145186545,-0.00113812150732532,0,0.000861912953880982,0,-0.0011233774680132,-0.00112871934132878,0.00828916204110941,-0.000543271848367794,0.000462426139686589,0.00107102564102564
msp_0037,Bacteroides salyersiae,0.000234835411026796,0.000482570842464437,0,0,0.00060806412308474,0.000147759420348813,0.00199718625173174,0.000131108710586433,-0.000312067070035027,-0.000107441467857301,-0.000330182186530253,0.000332927371927103,0.00157352985273721,0.000477470328148005,0.00265494033229436,0.000610812710510549,0.000224000221124578,-0.000962832594820377,0.000637784164237188,0,0.000567208571491588,0,0.000556925283972771,-0.000650589962655146,-0.000395040768460289,0,0.000783861239611476,-0.000835775335775336
msp_0038,unclassified,8.26892986023235E-05,0,-0.000591180490353423,0,0.000312194856021349,0,0.000235263204380851,0.000305463956947008,-0.000144280707388251,0.000136382899458932,-0.00072038112885331,-0.000134024611873551,0.000229083618424746,-0.000608338401349411,5.49211829462187E-05,4.82133821758313E-05,0,-6.67303551540462E-05,0.00022755197836394,0.000631899192425508,0,0,5.89022878703813E-05,-2.57304454745416E-05,8.45514888659454E-05,0.000223345340508385,0.000316770571389417,-0.000287222222222222
msp_0039,Clostridium sp. CAG:127,-0.000289422101627379,0.000213261266615164,0,0,-0.000660198678079667,-0.00155381547790815,0.00100877466998298,0,0.000630914842504644,-0.000207234895063795,-0.000347276571395467,-0.000427732376189833,0.00174278303510526,-0.000684082700995662,-0.000976903879572655,0.000275215156467342,0.0008273879088036,-0.00208597403277112,-0.000198122636664,0,0.000478534386180793,-0.000427083333333333,-0.000768828420928389,-0.00139801019728649,-0.00115384073675882,0,0.000497720785264616,0.000711384960718294
msp_0040,Bacteroides massiliensis,-0.00102609238564026,-0.000231225130777541,-0.00296258745918129,-0.00682905982905983,-0.000387871216269993,0.000118945416831978,0.000440192876487938,-0.00189095122878265,-0.00336728822706899,-0.00137566066737645,-0.00058972537814261,0.000560391181273032,0.00189199996900322,-0.00222797555682148,0.000643872495353626,0.00673605102935603,0.000606906427072379,-0.00575438391092514,-0.00253481444981542,0,0.00119877505633598,0,-0.00221751901061992,-0.00121098799206009,0.00103814665305623,0.00188098276161288,0.00365930863732679,0.000667746031746032
msp_0041,Prevotella copri 1,0.000413210987361855,-0.00101247182767287,0.001159546180708,0,-0.000438209486557541,0.000462625542758189,-0.000264964366539548,-0.00103569106057981,-0.00476900423872257,-0.000127660632175701,0.000831654267559117,0.000323146416857954,0.00239295317672805,0.00230886947787476,-0.00126059697554656,0.0183405241989948,0.00100699254872473,0.000466468410360022,0.000568277374143137,0,-0.00198007882314424,0,0.000493081650013698,-0.00183092289027917,-0.00303138566560568,-0.000441855947211155,0.00177586633278757,0.00233454678038011
msp_0042,Coprococcus eutactus 2,0.000186789789743314,7.41805731438175E-05,-0.00328955206524352,0,-0.000322275421162787,-3.42866150243199E-05,-0.000313097219483748,-0.000647891829817899,-0.00045903781673101,-0.000253389520190471,-0.000756936940829057,-0.00116626066658145,-0.00112313385579272,-0.000339877009533055,-0.00220662751286956,0.000553621406487577,0.00298523393952873,-0.000701714772142853,-0.000611209182842025,0,0.000342435331245272,0,-0.000426696204384145,-0.000160597354385288,0.000313377236708707,0.000423382863973443,0.00110950285784012,0.00139957394457394
msp_0043,Bacteroides coprocola,0.000476709264614195,-0.000150270412853768,-0.000611145840321665,0,3.26812278813009E-05,-0.000378841242895417,0.00141127450860566,-0.000457377007349646,-0.000854834168240946,0,-0.000527362906790761,0.00028018319000287,0.000939828954285372,-0.00123918217621659,-0.000973118631263282,0,0.00215168577117732,0.00056971373625634,-0.000192608282441113,0,0.00232312964223848,0,7.4967829328227E-05,-0.00146794794138564,-0.000601595034804473,-0.000510584678016883,-0.00155634299157723,-0.000784464886964887
msp_0044,Hungatella hathewayi 1,0.00139619662668254,-0.000492803307507016,-0.000379814009759065,0.000746898471898472,0.00166708129931149,0.000400613591354138,-0.000362463680009976,0.000128680876562233,0.00151344060683052,0.00329845571875452,-0.000248810843593521,0.000461204925707873,-0.00118170897912509,0.000900651363100289,0.000618465250524111,0.00150279601852748,-0.000635468975545589,0.00376314830621565,0.00340481991430409,0.000228473038988624,-0.000682484947342522,-0.0004375,-0.000177822019989507,0.000804969391045001,0.00159400761338139,0.00291551598004244,0.00178103277049701,-0.000598750582750583
msp_0045,Ruminococcus bromii 2,0.00157841927666355,0.000916319771068389,-0.000629849647132256,-0.00421587671587672,0.000926928668842746,-0.0046413073182491,-0.000504237984872443,-0.00218607861035475,0.000940526134020103,0.000359391945468165,0.00810032198535456,-0.00560126585817626,-0.00876203461382381,0.000537582542996913,-0.00125489568765177,0.00548747444632876,0.00341085797833315,-0.00193912142633102,-0.00184098086892061,-5.0125313283208E-05,-0.000366301927830504,0.00258333333333333,0.00073195101985655,0.0012297713412208,0.00134418225660465,-0.00286538038331083,-0.00216826314022971,0
msp_0046,Bacteroides uniformis,-0.00110555291504888,-0.000634099640003956,0.000312737685648328,0.00151752136752137,-0.00143123677107678,-0.00169799648262312,-0.00536055940587084,-0.000107979122139765,-0.00215290588664023,0.000523683211031229,-0.000816927729809741,0.000851273035005374,-0.000430054525698535,-0.00366447848686753,0.00137068720199147,0.000489680187730673,-0.00282769796126935,-0.00168689269718176,0.00160577334709578,0.00135256630562578,-0.00101660927224457,0.0010625,0.00226952348832534,-0.00131936796336236,-0.000696629469061492,0.00158980953265999,-0.00146989539183636,-0.000676802900802901
msp_0047,Eubacterium sp. CAG:115,6.11409062168093E-05,4.34199113082661E-05,0.000262185037185037,0.000320512820512821,-0.000838778444036704,0,0,0.00429776528249487,5.1902131916272E-05,-6.31016824039615E-05,-0.000704392796650255,-0.000672709322320446,-0.000865178888166296,-0.000167350180228073,0.000174663949475473,-0.000352223011839693,0.000569164675027893,-0.00154151642945307,8.71550588245455E-05,0,-0.000660522927839536,0.000868055555555556,-0.000498166980250255,-0.00150760484976417,0.000621412363726848,-0.000654779703866217,-0.000179436159252035,0.000217089947089947
msp_0048,Eubacterium sp. CAG:38,-0.000996749729671998,-0.000323522229970662,0.000590535612535613,-0.000755982905982906,-0.00121997468253387,-0.00536865747517395,-0.00145755710115003,0.00109667481693144,-0.00236446027133911,-0.000444833825052579,0.000605589705015314,-0.00204992057393802,-0.0010722436536683,-0.00212510274024793,0.000665221484773919,-0.000533811079746763,-0.00108141957554979,-0.00178658906177471,-0.000694905208291235,0,-0.00076891858091501,0.000558333333333333,-0.00337647981884793,-0.00452976829799289,-0.0046301290924825,-0.00100497216034792,-0.00170912541279675,-0.00484967916034583
msp_0049,unclassified Lachnoclostridium,0.000107302968230674,-4.72325400511244E-05,0,-0.000283903133903134,0.000246250974888932,-0.000463058416831388,-7.70292890371393E-05,0.000187211093990755,0.00178640986976752,0.000342649019422875,-0.000274364915627399,0.00142629873713652,0.00131481798690981,9.33273515886726E-05,-9.01583713282122E-05,0.000582574579395813,-0.000401644770410161,-0.000214973587526892,0.00117356970180028,0,-0.000778601915459459,0.00453263888888889,0.00012999273923438,0.00131687861174998,0,0.000957140576330325,0.00032056961033265,0
msp_0050,Eubacterium hallii,-0.000478650209232946,0.000292074133557655,-0.00289377475521101,-0.00202770223603557,0.000955989271741978,-0.00562411984201365,0.00236100720019314,0.000422298499038927,-0.00143562821539849,-0.000932324585362373,0.00104096552665555,-0.00744269505767956,-0.00164034957497596,-0.00430634650567589,-0.0012097134014544,-0.000617832880727635,-0.00114849109261479,-0.0012905794838384,-0.00150450927529521,-0.000497312726260095,0.000610583435013892,0.000423900462962963,-0.00490020598828554,0.00251445404722543,-0.000676355185399912,-0.00693043004025281,-0.00104661750174335,0.000204444444444444
msp_0051,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
