Alistipes sp. CAG:435,unclassified Eggerthellaceae,0.5047935633099192
Alistipes sp. CAG:435,unclassified Elusimicrobium,0.5748617319701838
Alistipes sp. CAG:435,unclassified Olsenella,0.5490984317373959
Alistipes sp. CAG:435,unclassified Prevotella,0.5310156868600269
Alistipes sp. CAG:435,unclassified Prevotellaceae,0.6170731213284373
Alistipes sp. CAG:435,unclassified Selenomonadaceae,0.503041449683758
Alistipes sp. CAG:514,Alistipes sp. CAG:514,1.0
Alistipes sp. CAG:831,Alistipes sp. CAG:831,1.0
Alistipes sp. CHKCI003,Alistipes sp. CHKCI003,1.0
Alistipes sp. Marseille-P2431,Alistipes sp. Marseille-P2431,1.0
Alistipes sp. Zagget8,Alistipes sp. Zagget8,1.0
Alistipes timonensis,Alistipes timonensis,1.0
Allisonella histaminiformans,Allisonella histaminiformans,1.0
Alloprevotella tannerae,Alloprevotella tannerae,1.0
Anaerococcus obesiensis == vaginalis,Anaerococcus obesiensis == vaginalis,1.0
Anaerococcus obesiensis == vaginalis,Peptoniphilus lacrimalis,0.5100146252321027
Anaerofilum sp. An201,Anaerofilum sp. An201,1.0
Anaerofustis stercorihominis,Anaerofustis stercorihominis,1.0
Anaeroglobus geminatus,Anaeroglobus geminatus,1.0
Anaeromassilibacillus sp. An172,Anaeromassilibacillus sp. An172,1.0
Anaeromassilibacillus sp. An250,Anaeromassilibacillus sp. An250,1.0
Anaeromassilibacillus sp. An250,Firmicutes bacterium CAG:94,0.5131168748927376
Anaeromassilibacillus sp. Marseille-P3371 & Clostridia bacterium UC5.1-1E11,Anaeromassilibacillus sp. Marseille-P3371 & Clostridia bacterium UC5.1-1E11,1.0
Anaerostipes caccae,Anaerostipes caccae,1.0
Anaerostipes hadrus 1,Anaerostipes hadrus 1,1.0
Anaerostipes hadrus 1,Blautia wexlerae,0.6452394385152372
Anaerostipes hadrus 1,Eubacterium hallii,0.5434888834945348
Anaerostipes hadrus 1,Fusicatenibacter saccharivorans,0.5736381447310542
Anaerostipes hadrus 1,Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.5566070879931914
Anaerostipes hadrus 2,Anaerostipes hadrus 2,1.0
Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,1.0
Anaerotruncus colihominis,Anaerotruncus colihominis,1.0
Anaerotruncus colihominis,Clostridium asparagiforme == lavalense,0.5522352510721464
Anaerotruncus colihominis,Clostridium symbiosum,0.5004622600831595
Anaerotruncus colihominis,Flavonifractor plautii,0.5213532520397178
Anaerotruncus colihominis,Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,0.5581461716226583
Anaerotruncus colihominis,Ruthenibacterium lactatiformans,0.5449065930114552
Anaerotruncus sp. CAG:390,Anaerotruncus sp. CAG:390,1.0
Anaerotruncus sp. CAG:528,Anaerotruncus sp. CAG:528,1.0
Atopobium parvulum,Atopobium parvulum,1.0
Atopobium parvulum 2,Atopobium parvulum 2,1.0
Azospirillum sp. 51_20,Azospirillum sp. 51_20,1.0
Azospirillum sp. CAG:239,Azospirillum sp. CAG:239,1.0
Bacillus sp. CAG:988,Bacillus sp. CAG:988,1.0
Bacteroidales bacterium 52_46,Bacteroidales bacterium 52_46,1.0
Bacteroidales bacterium 55_9,Bacteroidales bacterium 55_9,1.0
Bacteroidales bacterium H1 & K10,Bacteroidales bacterium H1 & K10,1.0
Bacteroidales bacterium H10,Bacteroidales bacterium H10,1.0
Bacteroidales bacterium H2 / Prevotella sp. CAG:251,Bacteroidales bacterium H2 / Prevotella sp. CAG:251,1.0
Bacteroidales bacterium H3,Bacteroidales bacterium H3,1.0
Bacteroidales bacterium H4 & Prevotella sp. CAG:873,Bacteroidales bacterium H4 & Prevotella sp. CAG:873,1.0
Bacteroidales bacterium H4 & Prevotella sp. CAG:873,Bacteroides sp. CAG:770,0.5313767647158871
Bacteroidales bacterium H5,Bacteroidales bacterium H5,1.0
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,1.0
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Catenibacterium sp. CAG:290,0.5016120828769225
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Dialister sp. CAG:486,0.5308615928768281
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella copri 2,0.5485643694053224
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella sp. 885,0.5488472211795524
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella sp. CAG:386,0.5539219722900973
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella sp. CAG:520,0.5244076350098682
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella sp. CAG:604,0.5531471036294309
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.5119030942799013
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Prevotellamassilia timonensis,0.5134989371337885
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Succinatimonas sp. CAG:777,0.5036872550756759
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,unclassified Prevotella,0.5197857036156135
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,unclassified Prevotellaceae,0.5516452712210685
Bacteroidales bacterium M1,Bacteroidales bacterium M1,1.0
Bacteroidales bacterium M7,Bacteroidales bacterium M7,1.0
Bacteroides acidifaciens,Bacteroides acidifaciens,1.0
Bacteroides barnesiae,Bacteroides barnesiae,1.0
Bacteroides caccae,Bacteroides caccae,1.0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,1.0
Bacteroides clarus,Bacteroides clarus,1.0
Bacteroides congonensis,Bacteroides congonensis,1.0
Bacteroides coprocola,Bacteroides coprocola,1.0
Bacteroides coprophilus,Bacteroides coprophilus,1.0
Bacteroides dorei,Bacteroides dorei,1.0
Bacteroides eggerthii,Bacteroides eggerthii,1.0
Bacteroides faecichinchillae,Bacteroides faecichinchillae,1.0
Bacteroides faecis,Bacteroides faecis,1.0
Bacteroides finegoldii,Bacteroides finegoldii,1.0
Bacteroides fluxus,Bacteroides fluxus,1.0
Bacteroides fragilis 1,Bacteroides fragilis 1,1.0
Bacteroides fragilis 2,Bacteroides fragilis 2,1.0
Bacteroides gallinarum,Bacteroides gallinarum,1.0
Bacteroides intestinalis,Bacteroides intestinalis,1.0
Bacteroides massiliensis,Bacteroides massiliensis,1.0
Bacteroides nordii,Bacteroides nordii,1.0
Bacteroides oleiciplenus,Bacteroides oleiciplenus,1.0
Bacteroides ovatus,Bacteroides ovatus,1.0
Bacteroides ovatus,Bacteroides vulgatus,0.5057015012379631
Bacteroides pectinophilus,Bacteroides pectinophilus,1.0
Bacteroides plebeius,Bacteroides plebeius,1.0
Bacteroides salanitronis,Bacteroides salanitronis,1.0
Bacteroides salyersiae,Bacteroides salyersiae,1.0
Bacteroides sartorii,Bacteroides sartorii,1.0
Bacteroides sp. 43_108,Bacteroides sp. 43_108,1.0
Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,1.0
Bacteroides sp. An322,Bacteroides sp. An322,1.0
Bacteroides sp. CAG:1060,Bacteroides sp. CAG:1060,1.0
Bacteroides sp. CAG:1060,Sphaerochaeta sp. Phil3,0.5279786829950156
Bacteroides sp. CAG:1060,unclassified Bacteroidetes,0.505085372004652
Bacteroides sp. CAG:1076,Bacteroides sp. CAG:1076,1.0
Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,1.0
Bacteroides sp. CAG:443,Bacteroides sp. CAG:443,1.0
Bacteroides sp. CAG:462,Bacteroides sp. CAG:462,1.0
Bacteroides sp. CAG:530,Alistipes sp. CAG:435,0.5378751071303198
Bacteroides sp. CAG:530,Bacteroides sp. CAG:530,1.0
Bacteroides sp. CAG:530,Bacteroides sp. CAG:709,0.5644300524013807
Bacteroides sp. CAG:530,Bacteroides sp. CAG:770,0.6452848962694893
Bacteroides sp. CAG:530,Catenibacterium mitsuokai,0.5680440923993735
Bacteroides sp. CAG:530,Catenibacterium sp. CAG:290,0.504778773066788
Bacteroides sp. CAG:530,Dialister sp. CAG:486,0.576401926824309
Bacteroides sp. CAG:530,Firmicutes bacterium CAG:791,0.5598327542885774
Bacteroides sp. CAG:530,Prevotella sp. 885,0.613363594308347
Bacteroides sp. CAG:530,Prevotella sp. CAG:1092,0.6441804788517159
Bacteroides sp. CAG:530,Prevotella sp. CAG:386,0.553174271137128
Bacteroides sp. CAG:530,Prevotella sp. CAG:520,0.5840305948292307
Bacteroides sp. CAG:530,Prevotella sp. CAG:604,0.6067237742301951
Bacteroides sp. CAG:530,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.6506273478679916
Bacteroides sp. CAG:530,Prevotellamassilia timonensis,0.5085294208775405
Bacteroides sp. CAG:530,Succinatimonas sp. CAG:777,0.5485588100437815
Bacteroides sp. CAG:530,unclassified Elusimicrobium,0.5214168076083522
Bacteroides sp. CAG:530,unclassified Prevotellaceae,0.5736758748091833
Bacteroides sp. CAG:545,Bacteroides sp. CAG:545,1.0
Bacteroides sp. CAG:709,Alistipes sp. CAG:435,0.5153546046907583
Bacteroides sp. CAG:709,Bacteroides sp. CAG:530,0.5644300524013807
Bacteroides sp. CAG:709,Bacteroides sp. CAG:709,1.0
Bacteroides sp. CAG:709,Bacteroides sp. CAG:770,0.6424396723443503
Bacteroides sp. CAG:709,Firmicutes bacterium CAG:791,0.5326200186396124
Bacteroides sp. CAG:709,Prevotella sp. 885,0.5321691837505252
Bacteroides sp. CAG:709,Prevotella sp. CAG:1092,0.5843810909353202
Bacteroides sp. CAG:709,Prevotella sp. CAG:520,0.5100299313273436
Bacteroides sp. CAG:709,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.5530211227165898
Bacteroides sp. CAG:709,Prevotella sp. P4-65 & P4-76 & P5-60 & P5-119 & P5-125 & CAG:592,0.5102262415965922
Bacteroides sp. CAG:709,unclassified Prevotellaceae,0.5137642104283782
Bacteroides sp. CAG:770,Alistipes sp. CAG:435,0.5477933100838549
Bacteroides sp. CAG:770,Bacteroidales bacterium H4 & Prevotella sp. CAG:873,0.5313767647158871
Bacteroides sp. CAG:770,Bacteroides sp. CAG:530,0.6452848962694893
Bacteroides sp. CAG:770,Bacteroides sp. CAG:709,0.6424396723443503
Bacteroides sp. CAG:770,Bacteroides sp. CAG:770,1.0
Bacteroides sp. CAG:770,Catenibacterium mitsuokai,0.542957402424291
Bacteroides sp. CAG:770,Dialister sp. CAG:486,0.5792559429447103
Bacteroides sp. CAG:770,Firmicutes bacterium CAG:791,0.564934033121361
Bacteroides sp. CAG:770,Prevotella sp. 885,0.6364052968533432
Bacteroides sp. CAG:770,Prevotella sp. CAG:1092,0.6466416989115505
Bacteroides sp. CAG:770,Prevotella sp. CAG:386,0.5380280137714236
Bacteroides sp. CAG:770,Prevotella sp. CAG:520,0.5682764772663519
Bacteroides sp. CAG:770,Prevotella sp. CAG:604,0.5975894693420364
Bacteroides sp. CAG:770,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.6368912535227087
Bacteroides sp. CAG:770,Prevotellamassilia timonensis,0.5393063694699349
Bacteroides sp. CAG:770,Ruminococcus sp. CAG:724,0.5065483973882011
Bacteroides sp. CAG:770,Succinatimonas sp. CAG:777,0.5552799638437578
Bacteroides sp. CAG:770,unclassified Elusimicrobium,0.5741504051215108
Bacteroides sp. CAG:770,unclassified Prevotellaceae,0.5738507676667158
Bacteroides sp. CAG:770,unclassified Selenomonadaceae,0.5544271738065322
Bacteroides sp. CAG:875 & sp. 2789STDY5834845,Bacteroides sp. CAG:875 & sp. 2789STDY5834845,1.0
Bacteroides sp. CAG:927,Bacteroides sp. CAG:927,1.0
Bacteroides sp. Marseille-P3108 & CAG:633,Bacteroides sp. Marseille-P3108 & CAG:633,1.0
Bacteroides sp. Marseille-P3166 & CAG:598,Bacteroides sp. Marseille-P3166 & CAG:598,1.0
Bacteroides sp. Marseille-P3208T,Bacteroides sp. Marseille-P3208T,1.0
Bacteroides stercorirosoris,Bacteroides stercorirosoris,1.0
Bacteroides stercoris,Bacteroides stercoris,1.0
Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,1.0
Bacteroides thetaiotaomicron,Bacteroides vulgatus,0.509013979976115
Bacteroides uniformis,Bacteroides uniformis,1.0
Bacteroides uniformis,Bacteroides vulgatus,0.5965607459956421
Bacteroides uniformis,Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,0.525579246075333
Bacteroides vulgatus,Bacteroides ovatus,0.5057015012379631
Bacteroides vulgatus,Bacteroides thetaiotaomicron,0.509013979976115
Bacteroides vulgatus,Bacteroides uniformis,0.5965607459956421
Bacteroides vulgatus,Bacteroides vulgatus,1.0
Bacteroides xylanisolvens,Bacteroides xylanisolvens,1.0
Barnesiella intestinihominis,Barnesiella intestinihominis,1.0
Barnesiella sp. An22,Barnesiella sp. An22,1.0
Bifidobacterium adolescentis,Bifidobacterium adolescentis,1.0
Bifidobacterium angulatum,Bifidobacterium angulatum,1.0
Bifidobacterium animalis,Bifidobacterium animalis,1.0
Bifidobacterium bifidum,Bifidobacterium bifidum,1.0
Bifidobacterium breve,Bifidobacterium breve,1.0
Bifidobacterium catenulatum,Bifidobacterium catenulatum,1.0
Bifidobacterium dentium,Bifidobacterium dentium,1.0
Bifidobacterium gallinarum == saeculare ,Bifidobacterium gallinarum == saeculare ,1.0
Bifidobacterium longum,Bifidobacterium longum,1.0
Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,1.0
Bifidobacterium scardovii,Bifidobacterium scardovii,1.0
Bifidobacterium thermacidophilum,Bifidobacterium thermacidophilum,1.0
Bifidobacterium thermacidophilum,Candidatus Gastranaerophilus phascolarctosicola,0.6701739996388875
Bilophila wadsworthia,Bilophila wadsworthia,1.0
Blastocystis sp. subtype 1,Blastocystis sp. subtype 1,1.0
Blastocystis sp. subtype 2,Blastocystis sp. subtype 2,1.0
Blastocystis sp. subtype 3,Blastocystis sp. subtype 3,1.0
Blastocystis sp. subtype 4,Blastocystis sp. subtype 4,1.0
Blastocystis sp. subtype 9,Blastocystis sp. subtype 9,1.0
Blautia hansenii,Blautia hansenii,1.0
Blautia hydrogenotrophica,Blautia hydrogenotrophica,1.0
Blautia massiliensis,Blautia massiliensis,1.0
Blautia massiliensis,Blautia obeum,0.5400502365298013
Blautia massiliensis,Blautia wexlerae,0.5135871765386076
Blautia massiliensis,Eubacterium hallii,0.5280344845304187
Blautia massiliensis,Fusicatenibacter saccharivorans,0.5227392345485924
Blautia massiliensis,Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.5119116587781529
Blautia obeum,Blautia massiliensis,0.5400502365298013
Blautia obeum,Blautia obeum,1.0
Blautia obeum,Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,0.5729664464650233
Blautia obeum,Dorea formicigenerans,0.5424581968095376
Blautia obeum,Eubacterium hallii,0.5609809023495064
Blautia obeum,Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,0.5047358413583793
Blautia obeum,Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.586784163770212
Blautia producta,Blautia producta,1.0
Blautia producta 2,Blautia producta 2,1.0
Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,1.0
Blautia sp. 2789STDY5834862,Blautia sp. 2789STDY5834862,1.0
Blautia sp. 2789STDY5834862,Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,0.5052956059417301
Blautia sp. 2789STDY5834862,Dorea longicatena 1,0.50733085367207
Blautia sp. 2789STDY5834862,Ruminococcus sp. JC304,0.5404016100347435
Blautia sp. 2789STDY5834862,unclassified Firmicutes,0.5034104975106939
Blautia sp. CAG:237,Blautia sp. CAG:237,1.0
Blautia sp. CAG:257,Blautia sp. CAG:257,1.0
Blautia sp. CAG:257,Clostridium sp. AT4,0.5042001173196407
Blautia sp. CAG:257,Ruminococcus gnavus,0.5184565239538346
Blautia sp. CAG:52 & sp. 2789STDY5834917,Blautia sp. CAG:52 & sp. 2789STDY5834917,1.0
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Blautia obeum,0.5729664464650233
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Blautia sp. 2789STDY5834862,0.5052956059417301
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,1.0
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Coprococcus catus,0.5224742039647149
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Dorea formicigenerans,0.5070375436827184
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Eubacterium hallii,0.5351581008780902
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,0.5277973088074857
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Ruminococcus sp. JC304,0.5241347200032388
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,unclassified Clostridium,0.5161472412919359
Blautia wexlerae,Anaerostipes hadrus 1,0.6452394385152372
Blautia wexlerae,Blautia massiliensis,0.5135871765386076
Blautia wexlerae,Blautia wexlerae,1.0
Blautia wexlerae,Eubacterium hallii,0.5132915274026877
Blautia wexlerae,Fusicatenibacter saccharivorans,0.549469701640237
Blautia wexlerae,Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,0.6174995569457385
Brachyspira sp. CAG:484,Brachyspira sp. CAG:484,1.0
Brachyspira sp. CAG:700,Brachyspira sp. CAG:700,1.0
Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum,1.0
Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,1.0
Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,Oscillibacter sp. KLE 1728 & KLE 1745 / Oscillospiraceae VE202-24,0.5038574216619759
Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,1.0
Butyricimonas synergistica 2,Butyricimonas synergistica 2,1.0
Butyricimonas virosa,Butyricimonas virosa,1.0
Butyrivibrio crossotus,Butyrivibrio crossotus,1.0
Butyrivibrio sp. CAG:318,Butyrivibrio sp. CAG:318,1.0
Caecibacter massiliensis,Caecibacter massiliensis,1.0
Campylobacter concisus 2,Campylobacter concisus 2,1.0
Campylobacter hominis,Campylobacter hominis,1.0
Candidatus Gastranaerophilales bacterium HUM_1 / Clostridium sp. CAG:813,Candidatus Gastranaerophilales bacterium HUM_1 / Clostridium sp. CAG:813,1.0
Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1,Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1,1.0
Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306,Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306,1.0
Candidatus Gastranaerophilales bacterium HUM_6 & HUM_7 & HUM_12 & HUM_14,Candidatus Gastranaerophilales bacterium HUM_6 & HUM_7 & HUM_12 & HUM_14,1.0
Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41,Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41,1.0
Candidatus Gastranaerophilales bacterium x14,Candidatus Gastranaerophilales bacterium x14,1.0
Candidatus Gastranaerophilus phascolarctosicola,Bifidobacterium thermacidophilum,0.6701739996388875
Candidatus Gastranaerophilus phascolarctosicola,Candidatus Gastranaerophilus phascolarctosicola,1.0
Candidatus Methanomassiliicoccus intestinalis,Candidatus Methanomassiliicoccus intestinalis,1.0
Candidatus Methanomethylophilus alvus / Methanoculleus sp. CAG:1088,Candidatus Methanomethylophilus alvus / Methanoculleus sp. CAG:1088,1.0
Catabacter hongkongensis,Catabacter hongkongensis,1.0
Catenibacterium mitsuokai,Alistipes sp. CAG:435,0.5770079318898989
Catenibacterium mitsuokai,Bacteroides sp. CAG:530,0.5680440923993735
Catenibacterium mitsuokai,Bacteroides sp. CAG:770,0.542957402424291
Catenibacterium mitsuokai,Catenibacterium mitsuokai,1.0
Catenibacterium mitsuokai,Catenibacterium sp. CAG:290,0.6834573106644939
Catenibacterium mitsuokai,Dialister sp. CAG:486,0.6218220153713462
Catenibacterium mitsuokai,Firmicutes bacterium CAG:791,0.5636593075754894
Catenibacterium mitsuokai,Libanicoccus massiliensis,0.5251040581917447
Catenibacterium mitsuokai,Prevotella copri 2,0.5137451012955703
Catenibacterium mitsuokai,Prevotella sp. 885,0.5959048276762939
Catenibacterium mitsuokai,Prevotella sp. CAG:1092,0.597273796334142
Catenibacterium mitsuokai,Prevotella sp. CAG:386,0.5711767582313114
Catenibacterium mitsuokai,Prevotella sp. CAG:520,0.5727208295219447
Catenibacterium mitsuokai,Prevotella sp. CAG:604,0.6012476123662659
Catenibacterium mitsuokai,Prevotella sp. CAG:732,0.5230847321275068
Catenibacterium mitsuokai,Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.5703688447011047
Catenibacterium mitsuokai,Prevotella sp. UBA641,0.5580609466619189
Catenibacterium mitsuokai,Prevotellamassilia timonensis,0.5298203536158607
Catenibacterium mitsuokai,Succinatimonas sp. CAG:777,0.599065234413892
Catenibacterium mitsuokai,unclassified Burkholderiales,0.500288076292516
Catenibacterium mitsuokai,unclassified Elusimicrobium,0.5332488565539866
Catenibacterium mitsuokai,unclassified Holdemanella,0.5378509547409613
Catenibacterium mitsuokai,unclassified Olsenella,0.5473263304891502
Catenibacterium mitsuokai,unclassified Prevotellaceae,0.5534847586089006
Catenibacterium sp. CAG:290,Alistipes sp. CAG:435,0.5648173549839937
Catenibacterium sp. CAG:290,Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,0.5016120828769225
Catenibacterium sp. CAG:290,Bacteroides sp. CAG:530,0.504778773066788
Catenibacterium sp. CAG:290,Catenibacterium mitsuokai,0.6834573106644939
Catenibacterium sp. CAG:290,Catenibacterium sp. CAG:290,1.0
Catenibacterium sp. CAG:290,Dialister sp. CAG:486,0.6549437480446682
Catenibacterium sp. CAG:290,Faecalitalea sp. UBA637,0.5226150372270099
Catenibacterium sp. CAG:290,Holdemanella biformis,0.5408205929807898
Catenibacterium sp. CAG:290,Prevotella copri 2,0.5772149511080173
Catenibacterium sp. CAG:290,Prevotella sp. 885,0.6015464119971861
Catenibacterium sp. CAG:290,Prevotella sp. CAG:1092,0.5544983974566652
Catenibacterium sp. CAG:290,Prevotella sp. CAG:386,0.6073987401805703
Catenibacterium sp. CAG:290,Prevotella sp. CAG:520,0.5431427803387984
Catenibacterium sp. CAG:290,Prevotella sp. CAG:604,0.6087808034216831
Catenibacterium sp. CAG:290,Prevotella sp. CAG:732,0.5297510352114614
