category,Bowel,Bowel,Bowel,Bowel,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cardio_Vascular,Cardio_Vascular,Cardio_Vascular,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Hyperglycaemia,Inflammatory,Inflammatory,Inflammatory,Inflammatory,Liver,Liver,Liver,Liver,Liver,Neurological,Neurological,Tumor,Tumor,Tumor,Tumor,Tumor,species
msp_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10086659832848661,0.0,0.06649447729195465,0.0,0.07085202284674882,0.0,0.04907463346474387,0.0,0.0,0.01127306797928153,0.0,0.04872701456793024,0.007561712565875397,0.0,0.0,0.0,0.0,0.0,0.10514353462872629,0.0,0.025764789317617547,0.0,0.0,0.0,0.0,0.015453987307473181,Bacteroides fragilis 1
msp_0011,0.0,0.0,0.0,0.0,0.0,0.006072057779742616,0.0,0.0,0.0,0.0,0.0,0.017067924138256696,0.0,0.0,0.04692055927548702,0.006809057874414026,0.18293030964646323,0.0060278969399744815,0.04686797960356249,0.15749383103293257,0.15112128797148644,0.0,0.061048336455497086,0.1259394419652818,0.006065047124419136,0.12377069641346485,0.04497529832852771,0.03343828307832473,0.0,0.0,0.050975145921534334,0.0,0.052039389214518325,0.0,0.043066433616358715,0.0,0.002900704229866481,0.059147947824718196,0.0,0.009545181610085678,Bacteroides thetaiotaomicron
msp_0012,0.0,0.0,0.23792481824399028,0.09117007589687287,0.0,0.0,0.0,0.024875952800552797,0.0,0.0,0.0,0.0,0.0,0.0,0.027459994150186094,0.08687242370694363,0.2758916056257344,0.0,0.0,0.039612016047319426,0.0,0.0,0.0,0.1729978123970292,0.0,0.03038189426311774,0.04241152030836166,0.0,0.0,0.0051031289370242665,0.0,0.0,0.10452568647018907,0.052736011081207,0.0,0.2170976194846735,0.0,0.09250320280123653,0.0,0.155541598662999,Parabacteroides distasonis
msp_0013,0.2704663859384417,0.0,0.3873662995830305,0.0,0.0,0.08100087257852763,0.0629871452736316,0.16095928527407716,0.1702540580345114,0.06428790225262086,0.11489202636227296,0.011752817608289669,0.05959218755117517,0.0,0.13298516290328447,0.03289519333310653,0.3122827575246055,0.0,0.0,0.015249822523673207,0.0,0.09511762590949306,0.2997249264543879,0.0,0.07523114956910545,0.0,0.020186534869638523,0.060707583566919916,0.09043391342911766,0.19145727437272955,0.2277227304819023,0.013296571915302468,0.06301951149668636,0.06953739510860846,0.0,0.2630310958911794,0.11385491527977758,0.15680852025623454,0.0,0.1974022801017605,Ruminococcus bicirculans
msp_0014,0.0244686904312766,0.25588315785957944,0.2045527849769878,0.006680211945254706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05938819910516776,0.0,0.028128995879824106,0.0,0.14060095110268775,0.0,0.0432215575924107,0.0,0.13444110332078943,0.13076928549265307,0.0773395765297651,0.0,0.11316415434096617,0.09163382371560916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eisenbergiella tayi
msp_0015,1.0,0.43396303660274615,0.0,0.0,0.04678031541423162,0.08737882850225409,0.09599207158344385,0.07531263271963813,0.20541612250976402,0.13225571701982447,0.1455786819675839,0.0,0.12801121974006976,0.08428460545735529,0.12332419575191009,0.15406313581300374,0.0,0.0,0.0,0.0,0.4486769804362725,0.16857907238550682,0.022136981316499438,0.02267607682260029,0.10159072990838221,0.0,0.030715407362220563,0.11890850081215876,0.23903883135130768,0.13813048396270874,0.0,0.0,0.00344769630634204,0.0,0.29014407679322624,0.23464228176892585,0.0,0.015047953433274423,0.020352814790253113,0.0,Roseburia faecis
msp_0016,0.11944774151224388,0.16283473681973246,0.3161270313280721,0.0,0.0,0.1380945465782378,0.0,0.13095542068394167,0.0,0.04921150702046462,0.0,0.0,0.14717481141302094,0.08910111056053292,0.0,0.07618762170408999,0.0024975359752301826,0.0,0.0,0.23989765957232775,0.15242534875526562,0.15425679511679777,0.2197966438848047,0.0,0.0,0.10738874633590598,0.0,0.0,0.0,0.1162245282983525,0.02126908077750374,0.0,0.0,0.0,0.08129470659481185,0.04814167978172946,0.04081196816231125,0.0,0.0,0.0,Bacteroides plebeius
msp_0017,0.27575846947415317,0.02151657414559679,0.15347220923758303,0.0,0.10016742171968147,0.14522230457644036,0.17857180361081115,0.31691747710922513,0.300140715354296,0.08641437748855997,0.12584946373387643,0.0,0.0,0.17031270236544868,0.0,0.1809298956335848,0.1338645660432557,0.0,0.034328603687845634,0.021966663444422607,0.24662377070338168,0.2608616223341994,0.0,0.06294489381627166,0.06651747467692895,0.0,0.0,0.026881509753857148,0.12128192243738072,0.0284910345881142,0.0,0.0,0.0,0.01682340069631776,0.22997818633660616,0.2039782480044262,0.0,0.06225660105377975,0.07371205132582694,0.011072970474714377,Roseburia intestinalis
msp_0018,0.0,0.09759000729485337,0.03986719069285822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030538439266839397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16722363211581634,0.0,0.02690210506311911,0.0,0.13347561030097818,0.08476050099527693,0.08173674007305577,0.041303426257950256,0.15110812907164492,0.15875709809969082,0.0,0.0,0.0035885109281033984,0.0,0.05173858277198943,0.0,0.0,0.0,Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27
msp_0019,0.05134539492044591,0.0,0.0,0.024897127303180767,0.0,0.06929067634546678,0.0,0.10107912148014689,0.0,0.09095167939739564,0.0,0.00995058097214492,0.07289987336679574,0.0,0.0,0.03177634200771085,0.0722214006504125,0.006178984895093002,0.0,0.11454302450728517,0.0,0.015142618733319159,0.0,0.15928626901342074,0.0,0.0,0.0,0.0,0.036261893129353164,0.1193659883465247,0.0,0.01211913674161025,0.053303562183747745,0.0,0.0,0.14128762652011376,0.0,0.0848064397617038,0.0,0.07055050569581188,Bacteroides faecis
msp_0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045141552280222345,0.08718265645818553,0.0,0.0,0.0,0.0,0.0,0.0,0.007393323811642021,0.0,0.0,0.0,0.0,0.05048781642974011,0.0,0.014575931437130882,0.015034368314453386,0.0983684605623445,0.09169556298437234,0.0,0.0,0.0,0.08391915170966885,0.0,0.0,0.0,0.0,0.0012203881051263852,0.0,0.06518583528224745,0.0,Clostridium clostridioforme 1
msp_0021,0.08622020787199978,0.6075482512438444,0.3873662995830305,0.0407427089362707,0.0,0.06849639511605848,0.05719483981858504,0.0,0.0,0.08152919977612423,0.032275490065027446,0.08000385078638741,0.017933236752862992,0.06308877243963627,0.13097709704096114,0.06632452968800523,0.02798190672098347,0.03954293350578753,0.03551325340530988,0.12167794427868166,0.31601286435014414,0.0,0.0,0.17728895267363468,0.05797808434160751,0.07795003329631442,0.12706843834099768,0.06768196362252987,0.039509064503970126,0.13906657292973493,0.0,0.0,0.028116520310886406,0.0045662547718231935,0.0,0.2106152299931915,0.006518633138066638,0.19869592279965195,0.00470183592861599,0.05788143657237064,Bacteroides xylanisolvens
msp_0022,0.10873955448452022,0.0,0.0,0.039467918622463,0.05190003234313541,0.11219965104316912,0.0,0.00162820499575044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12484341462438114,0.058514328306574506,0.06424436652713633,0.0,0.02609137186393175,0.1491526883723712,0.1116494292512333,0.0,0.0,0.0,0.0,0.029067876442182245,0.0,0.016154852368777308,0.0822712217252181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteroides finegoldii
msp_0023,0.061517055324359304,0.22507456830317193,0.0,0.03482435549774839,0.0,0.0,0.03091241975373717,0.0,0.04740818544661623,0.0,0.0,0.0,0.0,0.0,0.07765445866439734,0.019798149221809086,0.21095895222042327,0.03953215068423996,0.0028654574612437325,0.03155824406303784,0.09063787561276652,0.0,0.0,0.15269751981024166,0.0,0.0,0.0,0.0,0.0,0.22904848490195046,0.0,0.0,0.10835972593601889,0.0,0.0,0.10077389614402482,0.0,0.0,0.0,0.0,Bacteroides caccae
msp_0024,0.0,0.0,0.15628844797851668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027640921496591128,0.0,0.0,0.0,0.0,0.13884506844643868,0.0,0.05979489118165072,0.03307628283391122,0.04209678808425795,0.12606209666371745,0.0,0.0,0.05743139611914315,0.1596711071816491,0.0,0.0,0.0,0.01657871315386991,0.010343463634760311,0.0017593193696173453,0.0,0.0,Hungatella hathewayi 2
msp_0025,0.08566788625157695,0.0,0.5536191161867798,0.06248929218055172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03509220146402383,0.0,0.0,0.0,0.0,0.0463330287643739,0.0,0.20634990326384017,0.0,0.0,0.3875675654800948,0.06694854786425428,0.0,0.0,0.09563122053954368,0.0,0.0,0.2517226387405045,0.27951390134712895,0.11755747361388606,0.0,0.0,0.0,0.3147223744428806,0.0,0.0,0.0,0.0,Akkermansia muciniphila
msp_0026,0.10196903204532783,0.0,0.0,0.0,0.0,0.07847443998635795,0.028215012820201616,0.08108766209509516,0.043059378676173356,0.0,0.0,0.0,0.023464991143225405,0.0,0.0,0.12902905041616372,0.0,0.08739174830538864,0.0,0.08583116269510035,0.23471641032975235,0.06916279982971138,0.0,0.009647117942672164,0.0,0.0006616004021383401,0.0,0.0,0.0,0.0797619597303924,0.0,0.0,0.0053694687630320235,0.0,0.0981553906377782,0.09899096194382428,0.0,0.0,0.0,0.14754189002874774,Paraprevotella clara
msp_0027,0.18723132549295832,0.2386796701315105,0.0,0.07416021071683002,0.0,0.08563945790939506,0.0,0.1460554696444563,0.0,0.019427868178166923,0.0,0.06000095058260526,0.0,0.0,0.06931040854290937,0.15185669463223564,0.04745620381344753,0.0,0.0,0.14975134208088983,0.0,0.024846064506769346,0.0,0.21400190528498902,0.0,0.0,0.0,0.0,0.02604795333826955,0.042505194652397424,0.0,0.0,0.21663791578049735,0.08093108898360045,0.0,0.0,0.0,0.035600358457385246,0.0,0.0,Parabacteroides merdae
msp_0028,0.11041322154187005,0.0,0.5236127139119845,0.0,0.0,0.0,0.18227655923603378,0.0,0.0,0.0,0.0,0.0,0.08964357182729277,0.10774405710971958,0.0,0.0,0.0,0.028874344788512266,0.0,0.07809717550242727,0.08162655224160689,0.0,0.15744149890671263,0.13133278405772117,0.004126251364221292,0.09139288973361198,0.11713487581900743,0.010842255546304892,0.09797207557730116,0.1699412928227655,0.250467013825028,0.0,0.04261799495708111,0.0,0.03231331064754409,0.06693840325617313,0.0,0.0,0.17259017423627201,0.12970191070664,Parabacteroides goldsteinii
msp_0029,1.0,0.02151657414559679,0.0,0.0,0.0,0.11318870409416168,0.2437178055160479,0.17979364955240643,0.12793714542397844,0.16534593868283648,0.10452936609262553,0.0,0.25631550045837276,0.026199327822377137,0.1110217260257636,0.18259844345836843,0.25136281432347624,0.0868068727332909,0.0,0.20027502189563903,0.0,0.13389009377730343,0.19566822693079494,0.06395100500802185,0.10983051814948981,0.062326629726464695,0.06936895084041156,0.23738323960642718,0.0,0.0,0.21703474351118335,0.08909806651992745,0.11840569827431383,0.05978322171641006,0.058577562239443465,0.43975891564346,0.08089096061673286,0.0,0.14545402396828974,0.07332429835958391,Eubacterium eligens
msp_0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17518654067479633,0.12360773961957251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157914829158817,0.05688416343445803,0.24126850334131258,0.0,0.0,0.0,0.09743227184209433,0.0061453695587817495,0.05631796160318661,0.21666891213978917,0.0,0.0,0.0,0.0,0.03967176327476784,0.0,0.0,0.12688273742634631,0.0,0.0,0.0,0.0,0.052766366170402965,Klebsiella pneumoniae
msp_0031,0.1575346855255697,0.0,0.0,0.03719800524654844,0.0,0.10096539906737215,0.0,0.055236226037233375,0.0,0.0,0.0,0.09864567671714945,0.033737332607813454,0.0,0.0,0.08056982820153152,0.0,0.024729130558023078,0.07087568973744292,0.033613884330921266,0.06250887973294245,0.0,0.0,0.10146945195569555,0.0,0.0,0.0,0.0,0.014151682257736059,0.1401479732732473,0.0,0.0,0.0,0.0,0.07496067501049666,0.0,0.0,0.0,0.0,0.0,Bacteroides stercoris
msp_0032,0.16339310103239513,0.02151657414559679,0.31592768485445066,0.06893797598143431,0.0,0.011163162978528892,0.0,0.0,0.005546997171221978,0.0,0.0,0.0,0.005491789547925037,0.0,0.0487659518551326,0.05735255846465005,0.4228346648207779,0.0,0.0,0.1855331771022118,0.0,0.06507213787502233,0.0,0.15516114534874564,0.0,0.0,0.016569062198133273,0.0,0.030057936969005345,0.22515418913797114,0.0,0.12190060753145851,0.2822266366461324,0.0,0.0,0.010945069773314952,0.048938298059995,0.0,0.04555838565698389,0.0,Alistipes onderdonkii
msp_0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006496996688057475,0.0,0.0,0.0502128034619889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015210446761942041,0.0,0.0,0.0221582475035773,0.04752626843255753,0.0,0.0001537786091687906,0.0,0.07356616945516549,0.0,0.06550124662794987,0.0,0.0,0.09877183892094737,0.06568058904578053,0.07061347561905974,0.0,0.0,0.0,Bacteroides fragilis 2
msp_0034,0.20701514609404692,0.0,0.0,0.0,0.04922192555335525,0.09135839928343607,0.19084428011202112,0.20603406081645095,0.2508698332042474,0.1524315204718753,0.037810451328467554,0.017450252098184238,0.4932803728505544,0.10914299517573677,0.1619037175216056,0.15173403485768547,0.0,0.09468548114261253,0.0,0.331710521689485,0.010392637415131743,0.16203480841894888,0.09798637100971995,0.18950242412658405,0.0,0.0,0.011409377324359192,0.0,0.2103603309841116,0.4109917372681855,0.2507717660195809,0.06349831002734939,0.23784158054974794,0.04404441405305733,0.028807184831887298,0.006603992660110505,0.00020359762053489408,0.13769025968092904,0.10366034485194843,0.0,Faecalibacterium sp. CAG:74
msp_0035,0.05434960731740006,0.0,0.0,0.024194533643510333,0.0,0.02734765626707922,0.0,0.0,0.012690083512317152,0.15876903954608715,0.04532904424636125,0.09867038569096027,0.0,0.0,0.013242913978514409,0.03557444202971572,0.24815841648802964,0.055652814993711025,0.0,0.22051689447030334,0.16284919712680718,0.0,0.0,0.28234907277652965,0.0,0.09133305711379291,0.0,0.04872253161497723,0.0,0.004403504882396227,0.062408230693317565,0.13678390743589441,0.23606783737323844,0.0,0.02113738460764765,0.07911964502582844,0.0,0.0,0.0,0.0,Bacteroides dorei
msp_0036,0.1326411936074048,0.22507456830317193,0.0,0.0,0.0,0.0,0.0,0.0,0.009316311743024884,0.0,0.0,0.0,0.15035545477717177,0.0,0.00501052910296576,0.09740659974264677,0.0,0.034855482710500554,0.025985372797221365,0.25496548569168004,0.0,0.10140637980750004,0.12563518768783072,0.09235660298252651,0.0,0.057268213273029056,0.06783148482756221,0.023827387266214098,0.06206539660390362,0.2079830776067145,0.0909069376240198,0.0,0.13177724604058824,0.0,0.09745428740301948,0.11302383302291993,0.0,0.0,0.0,0.0,Bacteroides eggerthii
msp_0037,0.1283015494965269,0.0,0.15628844797851668,0.0,0.0,0.018779373920398197,0.0,0.06370976211753791,0.004083770739052281,0.0,0.0,0.0,0.0,0.0,0.04489082235238705,0.044629794662489855,0.03946234163088918,0.019635687093795,0.0,0.027133242660384006,0.0,0.0,0.0,0.19655412065254863,0.0,0.010885137876008106,0.06924915912862953,0.0,0.0,0.13477232147872337,0.004976011249078311,0.0,0.06838189887756432,0.0,0.056240801887877494,0.10447737588909935,0.0,0.0,0.0789019125264269,0.0,Bacteroides salyersiae
msp_0038,0.06356856694861829,0.0,0.3572307382366094,0.0,0.0,0.013892174902625981,0.0,0.05767548576495807,0.0006832667500094414,0.0,0.010956284694218285,0.0,0.16504129220661695,0.0,0.0971589021067635,0.11144761833399769,0.0,0.09794505407958641,0.0,0.1834188826283852,0.0,0.0011274998775606274,0.07563041899959055,0.12398285107035768,0.0,0.058046366032504994,0.022532099196246446,0.0,0.1094760405628512,0.0,0.20009427188916382,0.0,0.1542596607193338,0.0,0.0,0.11214544017453784,0.0,0.0,0.03393714015089641,0.0,unclassified
msp_0039,0.2104569303229541,0.0,0.1115742463510843,0.0,0.0,0.13882685422071112,0.0790206500078055,0.19934618483585154,0.0,0.0,0.013650782012874082,0.08644792131425873,0.2543785583091737,0.10976939307718939,0.18191397097499215,0.13388759853865045,0.0,0.08774072145125555,0.0,0.16414404947203173,0.0,0.15987697821967697,0.013633029941510905,0.11542921782508371,0.08703924179415519,0.011008576115003596,0.09723233025644783,0.02378703521964868,0.03294039258480434,0.17411001262593911,0.167060575765147,0.0,0.07839793150164923,0.0,0.0,0.06145720315423582,0.0,0.0,0.0,0.0,Clostridium sp. CAG:127
msp_0040,0.2205719796294908,0.365781760475145,0.6943036978979479,0.027705328237301208,0.0,0.141765857539438,0.01347910718961158,0.25097022648239836,0.16026450894006228,0.0,0.0,0.0,0.1092702944242668,0.0,0.0,0.1107655831699662,0.0,0.1315288210074669,0.005528533485962435,0.045887605944929,0.0718852116928838,0.07085440362474438,0.33303544571405175,0.01258221204250627,0.0,0.0642166922855097,0.0,0.0,0.0,0.10859334453981126,0.1391534873567215,0.0,0.0,0.0,0.01987732848485601,0.09070470115735363,0.010709799717237007,0.0,0.0,0.0,Bacteroides massiliensis
msp_0041,0.1567030528307151,0.0,0.0,0.0,0.0,0.08139023211908845,0.0,0.33226723507789246,0.08732657838141641,0.0,0.0,0.043793273906637564,0.27380189952488937,0.13387558249906248,0.07074460741909835,0.21960522373709865,0.0,0.0,0.0,0.17224303866051027,0.015222513250755174,0.08111013033259515,0.21333695299374536,0.0,0.0,0.06113662599730737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14562970832191907,0.0,0.0,0.0,0.0,0.0,Prevotella copri 1
msp_0042,0.15020353247660384,0.0,0.5026682053555056,0.0,0.0,0.019368574643225424,0.11501008571102989,0.04133498571956332,0.030517933237001978,0.0,0.0,0.011760216813166871,0.5396542860105413,0.17925451103271126,0.1014920882733962,0.12777202281393896,0.0,0.06936045986383901,0.0,0.15694134851505404,0.192241242791056,0.1570798974318133,0.1685818919116464,0.15427918110601804,0.0,0.0,0.053069433876090005,0.020040805416571217,0.11298741940949424,0.2302943105031986,0.22062413558204613,0.0,0.0,0.036543999415863414,0.11391714638395552,0.06399233246038914,0.018916776488303956,0.0,0.10937869256727926,0.05647765583744365,Coprococcus eutactus 2
msp_0043,0.18732352016183235,0.11631052629980886,0.0,0.0,0.0,0.052948314127840075,0.0,0.08186215826952599,0.0,0.12063199475527023,0.0,0.0,0.10088684258595383,0.0,0.0,0.09678609495120634,0.0,0.05822242844339098,0.0,0.0,0.0,0.1813966052088738,0.18756164142719942,0.0,0.0,0.05959848158555598,0.0,0.0,0.0,0.05108947548213588,0.0,0.0,0.0,0.0,0.0,0.10464711193467335,0.0013357514908894559,0.0,0.0,0.0,Bacteroides coprocola
msp_0044,0.0,0.0,0.0,0.02927590192406766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00951217807705258,0.0320132471643718,0.0,0.0,0.0,0.0,0.0,0.04866485879440654,0.0,0.05443173740080036,0.07046389884926628,0.0,0.0,0.0,0.06355945343022981,0.0,0.0,0.0,0.0,0.07188163604088468,0.0,0.0,0.12175314542307415,Hungatella hathewayi 1
msp_0045,0.2658055937268147,0.4622367258209526,0.12051395987027616,0.0,0.0,0.0,0.25404524216269014,0.0,0.0,0.052975637073956944,0.020519461632351816,0.0,0.41010030936164427,0.4083908752125731,0.0,0.0,0.07021676897218468,0.0,0.023868330746379073,0.13548101291232156,0.0,0.04159507082009599,0.0,0.0,0.028365822179854002,0.0,0.05425330910965542,0.1504495354866671,0.1253857077626768,0.3613973077524652,0.0,0.0,0.024234879078042337,0.0,0.0,0.3013441849448153,0.06294909119555415,0.0,0.26263107024646126,0.2929981845450694,Ruminococcus bromii 2
msp_0046,0.1846021113485764,0.0,0.0,0.10658809999171365,0.0,0.08092945846377556,0.0,0.03215918685664126,0.0,0.14811446407481982,0.03605148625432824,0.11235737310272824,0.0,0.0,0.05432299345959314,0.1824079610559054,0.05895680228180143,0.0,0.0561727199023762,0.09758182501227844,0.014793158385348493,0.0,0.0,0.025376274280967944,0.0,0.04731289135432104,0.0037526459322993703,0.027288248238578672,0.14233804556141524,0.041065762711841265,0.0,0.0,0.049052487117433624,0.0,0.041456742431933244,0.0,0.0,0.004034847312224167,0.0,0.10335014919295614,Bacteroides uniformis
msp_0047,0.0,0.16283473681973246,0.28761743622447755,0.0,0.0,0.09954189534173508,0.17244784915288175,0.10522823023023166,0.22556375250566316,0.07996503546782258,0.027399945151840466,0.012093027355836523,0.3653123026715013,0.11728416815337833,0.13278293016583226,0.1448985578035429,0.0,0.06693699887007765,0.0,0.11370101975067705,0.0,0.1607535748769282,0.047638348726758664,0.17071888241384559,0.0,0.0,0.018744291874568966,0.0,0.09085454694721642,0.2362528891411144,0.203571062300342,0.10693483291689022,0.09895397082510941,0.0016374539777242246,0.0,0.1823198068519711,0.01900333723539298,0.0,0.12009761856889717,0.027421879599791508,Eubacterium sp. CAG:115
