,NW,W
Bacillus sp. CAG:988,-0.5192521845981436,0.2795973301682312
Bacteroidales bacterium 52_46,-0.3582094418612181,0.19288200715604048
Bacteroidales bacterium 55_9,-0.7376009797626858,0.3971697583337539
Bacteroidales bacterium H1 & K10,-0.36297642635152333,0.1954488449585126
Bacteroidales bacterium H10,-0.446079871859187,0.24019685407802377
Bacteroidales bacterium H2 / Prevotella sp. CAG:251,-0.5322500096174283,0.2865961590247691
Bacteroidales bacterium H3,-0.43422104292859515,0.233811330807705
Bacteroidales bacterium H4 & Prevotella sp. CAG:873,0.7554163228159471,-0.4067626353624331
Bacteroidales bacterium H5,-0.29963322327916525,0.16134096638108897
Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,0.765914417171988,-0.4124154554003014
Bacteroidales bacterium M1,-0.3339251962437563,0.17980587490048408
Bacteroidales bacterium M7,-0.23998832170286746,0.12922448091692862
Bacteroides acidifaciens,0.0029261044339397024,-0.0015755946951983356
Bacteroides barnesiae,-0.451037273934058,0.24286622442603123
Bacteroides caccae,-0.713538409087694,0.38421298950875804
Bacteroides cellulosilyticus,-0.6863057451447475,0.36954924738563333
Bacteroides clarus,-0.8330545908819035,0.44856785662871734
Bacteroides congonensis,-0.05846322621236992,0.03148019872973776
Bacteroides coprocola,-0.6485389525003556,0.34921328211557606
Bacteroides coprophilus,-0.700676742822983,0.37728747690468306
Bacteroides dorei,-0.7894286171506035,0.4250769476964787
Bacteroides eggerthii,-0.9413614860132208,0.5068869540071185
Bacteroides faecichinchillae,0.52824139579666,-0.28443767465973985
Bacteroides faecis,-0.9012784780211662,0.48530379585755096
Bacteroides finegoldii,-0.7893358491309962,0.42502699568592117
Bacteroides fluxus,-0.2949323948690209,0.1588097510833188
Bacteroides fragilis 1,-0.5435028600231885,0.2926553861663321
Bacteroides fragilis 2,0.33903476565706014,-0.1825571815076477
Bacteroides gallinarum,-0.25807096446780775,0.1389612885595888
Bacteroides intestinalis,-0.7971050420763082,0.4292104072718581
Bacteroides massiliensis,-0.8595929437713294,0.4628577389537927
Bacteroides nordii,-0.6027534699545488,0.32455956074475717
Bacteroides oleiciplenus,-0.23099956662162935,0.12438438202703118
Bacteroides ovatus,-0.5242939389818406,0.28231212099022174
Bacteroides pectinophilus,-0.17395192905891685,0.0936664233394168
Bacteroides plebeius,-0.5601031903726817,0.30159402558529014
Bacteroides salanitronis,-0.2910851024501242,0.1567381320885284
Bacteroides salyersiae,-0.836646586582873,0.45050200816000846
Bacteroides sartorii,-0.3289595564483414,0.1771320688567991
Bacteroides sp. 43_108,-0.5510601339539484,0.29672468751366454
Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,-0.32187690751663606,0.17331833481665018
Bacteroides sp. An322,-0.2294157338705618,0.12353154900722557
Bacteroides sp. CAG:1060,0.44861193830235785,-0.24156027447050046
Bacteroides sp. CAG:1076,0.25050536434053405,-0.1348875038756723
Bacteroides sp. CAG:144,-0.7533424632506052,0.4056459417503258
Bacteroides sp. CAG:443,-0.5319532250766694,0.2864363519643605
Bacteroides sp. CAG:462,-0.23625738809624666,0.12721551666720948
Bacteroides sp. CAG:530,0.927447223962559,-0.4993946590567624
Bacteroides sp. CAG:545,0.5239684464620364,-0.28213685578725034
Bacteroides sp. CAG:709,0.5907546234171327,-0.31809864337845606
Bacteroides sp. CAG:770,0.8791363280954226,-0.473381099743689
Bacteroides sp. CAG:875 & sp. 2789STDY5834845,-0.35677635882675945,0.1921103470605628
Bacteroides sp. CAG:927,-0.1599870054875748,0.08614684910869422
Bacteroides sp. Marseille-P3108 & CAG:633,-0.4701907312334314,0.25317962451030923
Bacteroides sp. Marseille-P3166 & CAG:598,-0.558022136292989,0.3004734580039172
Bacteroides sp. Marseille-P3208T,-0.3064892865645942,0.16503269276555066
Bacteroides stercorirosoris,-0.40376069997188063,0.21740960767716647
Bacteroides stercoris,-0.6008365241213343,0.323527359142257
Bacteroides thetaiotaomicron,-0.6348124971161552,0.34182211383177596
Bacteroides uniformis,-1.1084116986470665,0.5968370685022667
Bacteroides vulgatus,-1.0084842071529503,0.5430299576977428
Bacteroides xylanisolvens,-0.6270431531109432,0.33763862090589275
Barnesiella intestinihominis,-0.9202342228875253,0.4955107354009751
Barnesiella sp. An22,-0.46393438208278176,0.24981082112149772
Bifidobacterium adolescentis,0.07323476123953625,-0.03943410220590425
Bifidobacterium angulatum,0.31489363780431523,-0.16955811266386206
Bifidobacterium animalis,-0.48218444205378574,0.2596377764905001
Bifidobacterium bifidum,-0.24173907810122922,0.1301671959006618
Bifidobacterium breve,0.057516556203935795,-0.030970453340580666
Bifidobacterium catenulatum,-0.06311498085791202,0.03398498969272186
Bifidobacterium dentium,-0.21912227340963714,0.11798891645134327
Bifidobacterium gallinarum == saeculare ,-0.2785935633389629,0.15001191872098005
Bifidobacterium longum,-0.3734062930907452,0.20106492704886267
Bifidobacterium pseudocatenulatum,-0.31795802200342643,0.17120816569415248
Bifidobacterium scardovii,-0.2568151776129085,0.13828509563771993
Bifidobacterium thermacidophilum,0.42605779147390044,-0.22941573387056183
Bilophila wadsworthia,-0.4837830714720051,0.260498576946464
Blastocystis sp. subtype 1,0.5317553395571666,-0.2863297982230899
Blastocystis sp. subtype 2,0.09657452552080496,-0.05200166758812582
Blastocystis sp. subtype 3,-0.09156127014351167,0.04930222238496788
Blastocystis sp. subtype 4,-0.5260257150665483,0.2832446158050645
Blastocystis sp. subtype 9,-0.39587995790157254,0.21316613117776972
Blautia hansenii,-0.5393472108933544,0.29041772894257534
Blautia hydrogenotrophica,-0.736453216914292,0.39655173218461864
Blautia massiliensis,-0.5875398159105739,0.3163675931826168
Blautia obeum,-0.6158237778026041,0.3315974188167867
Blautia producta,-0.7005399729928283,0.3772138316115228
Blautia producta 2,-0.684708412604274,0.36868914524845553
Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,-0.20949287732450508,0.112803857020887
Blautia sp. 2789STDY5834862,-0.4100307724641842,0.22078580055763763
Blautia sp. CAG:237,0.008513386787768569,-0.004584131347259879
Blautia sp. CAG:257,-0.42576337841928324,0.22925720376422937
Blautia sp. CAG:52 & sp. 2789STDY5834917,-0.5311443168441874,0.28600078599302414
Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,-0.31424878576573256,0.16921088464308712
Blautia wexlerae,-0.5417543500551701,0.2917138807989375
Brachyspira sp. CAG:484,-0.4653797678088277,0.2505891057432148
Brachyspira sp. CAG:700,0.7243230266687279,-0.3900200912831614
Butyricicoccus pullicaecorum,-0.2946557880284199,0.15866080893838005
Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,-0.8297566800633261,0.4467920584956371
Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,-0.32916073889949,0.17724039786895612
Butyricimonas synergistica 2,-0.8639251638721577,0.46519047285423876
Butyricimonas virosa,-0.6794202871595496,0.3658416930859113
Butyrivibrio crossotus,0.14299974955554656,-0.07699986514529399
Butyrivibrio sp. CAG:318,-0.11070706099902594,0.059611494384090954
Caecibacter massiliensis,0.13463839197885663,-0.0724975956809229
Campylobacter concisus 2,-0.08305207504513348,0.04472034810122568
Campylobacter hominis,-0.34680673606078055,0.18674208864811276
Candidatus Gastranaerophilales bacterium HUM_1 / Clostridium sp. CAG:813,0.8546483405112533,-0.4601952602752902
Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1,0.7083606739851122,-0.3814249782996757
Candidatus Gastranaerophilales bacterium HUM_21 / Heliobacterium sp. N15.MGS-306 / Clostridium sp.  UNK.MGS-6 & K4410.MGS-306 & CAG:306,-0.5476582727953933,0.2948929161205964
Candidatus Gastranaerophilales bacterium HUM_6 & HUM_7 & HUM_12 & HUM_14,0.7997441282303176,-0.43063145366247874
Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41,-0.3450189111133561,0.1857794136764226
Candidatus Gastranaerophilales bacterium x14,-0.6193913741296894,0.3335184322236788
Candidatus Gastranaerophilus phascolarctosicola,0.4260577914739004,-0.22941573387056174
Candidatus Methanomassiliicoccus intestinalis,-0.42774308386677895,0.23032319900518866
Candidatus Methanomethylophilus alvus / Methanoculleus sp. CAG:1088,0.33167318028785103,-0.17859325092422734
Catabacter hongkongensis,-0.6978758806411477,0.3757793203452334
Catenibacterium mitsuokai,0.5207363949309212,-0.2803965203474191
Catenibacterium sp. CAG:290,0.6276833136081537,-0.3379833227120827
Christensenella minuta,-0.7873727832341019,0.42396996020297784
Christensenellaceae bacterium Phil1 & Clostridium sp. CAG:226,0.515996646899459,-0.2778443483304779
Christensenellaceae bacterium Phil10,0.4256422499542916,-0.22919198074461852
Citrobacter freundii,-0.09862601588145073,0.0531063162438579
Citrobacter koseri,-0.2328019045789782,0.12535487169637285
Citrobacter werkmanii,-0.32946778414238703,0.17740572992282377
Cloacibacillus evryensis,-0.29003473953133435,0.1561725520553339
Cloacibacillus porcorum,-0.5237002254277321,0.2819924290764711
Clostridia bacterium UC5.1-1D10 / Clostridium sp. CAG:505 / Firmicutes bacterium CAG:466,-0.6693698302509382,0.36042990859665885
Clostridia bacterium UC5.1-2E3,-0.6767191796451621,0.3643872505781643
Clostridiales bacterium 1_7_47FAA  & VE202-28,-0.2864106330076025,0.15422111008101674
Clostridiales bacterium 41_21_two_genomes,-0.06539720429275883,0.035213879234562616
Clostridiales bacterium S5-A14a,-0.3063931832078063,0.1649809448042035
Clostridiales bacterium UBA643,0.6011238620590561,-0.3236820795702609
Clostridiales bacterium UBA644,-0.009252391600124445,0.0049820570154515305
Clostridioides difficile,-0.2372384957015233,0.12774380537774335
Clostridium asparagiforme == lavalense,-0.7577568584768747,0.40802292379524024
Clostridium bolteae,-0.5444939802088594,0.2931890662663086
Clostridium butyricum,0.11581804833508887,-0.06236356448812479
Clostridium celatum,-0.22521822127962648,0.12127134991979885
Clostridium citroniae,-0.3649974429605022,0.1965370846710397
Clostridium clostridioforme 1,-0.29470238883052197,0.15868590167797356
Clostridium clostridioforme 2,-0.39658104461782023,0.21354363940959534
Clostridium disporicum,-0.33729428098507863,0.18161999745350407
Clostridium glycyrrhizinilyticum,-0.7067009342056084,0.38053127226455846
Clostridium hylemonae,-0.41045341320845175,0.22101337634301255
Clostridium innocuum,-0.33659789443204524,0.18124502007879353
Clostridium leptum,-0.9392483900235012,0.5057491330895774
Clostridium methylpentosum,-0.6672988542390783,0.35931476766719606
Clostridium neonatale,-0.0909039117281313,0.0489482601613015
Clostridium paraputrificum,-0.37629144444349544,0.2026184700849591
Clostridium perfringens,-0.04032543398311481,0.021713695221677105
Clostridium phoceensis,-0.8593759457657857,0.46274089387388445
Clostridium saccharolyticum 2,-0.719070779577839,0.387191958234221
Clostridium saudiense,-0.5774023937245065,0.3109089812362723
Clostridium scindens 1,-0.4592985745776502,0.24731461708027322
Clostridium scindens 2,-0.8593096989196907,0.462705222495218
Clostridium sp. 26_22,-0.38756583451984666,0.20868929551068657
Clostridium sp. 2789STDY5608793,0.06086823319667959,-0.03277520249051988
Clostridium sp. 2789STDY5608831,-0.07801983622934713,0.0420106810465717
Clostridium sp. 2789STDY5608884,0.7911458090997776,-0.42600158951526507
Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,0.08911789004502656,-0.047986556178091236
Clostridium sp. 2789STDY5834920,-0.6674884839543067,0.35941687597539584
Clostridium sp. 2789STDY5834924,-0.15701177262543944,0.08454480064446697
Clostridium sp. 27_14,-0.6633486110345207,0.35718771363397284
Clostridium sp. 28_12 & CAG:356,-0.6630092160273975,0.3570049624762911
Clostridium sp. 28_17 & CAG:470,0.21422465175257097,-0.11535173555907682
Clostridium sp. 29_15 & CAG:265,0.49345440419071857,-0.2657062176411562
Clostridium sp. 42_12 & CAG:75,-0.6122939051461339,0.3296967181556107
Clostridium sp. 44_14 & CAG:277,-0.013336933606184345,0.007181425787945476
Clostridium sp. 7_2_43FAA,0.2255843819863288,-0.12146851337725405
Clostridium sp. AT4,-0.5953805712021444,0.3205895383396161
Clostridium sp. CAG:1000,0.25576155693112895,-0.13771776142445413
Clostridium sp. CAG:1013,-0.26343670919813883,0.14185053572207482
Clostridium sp. CAG:1024,0.38868204160299313,-0.20929033009391917
Clostridium sp. CAG:1193,-0.13683429490268795,0.07368000494760127
Clostridium sp. CAG:1219,0.4607676742872608,-0.24810567077006343
Clostridium sp. CAG:127,0.1750342485535632,-0.0942492107596112
Clostridium sp. CAG:138,0.15007851976669562,-0.08081151064360553
Clostridium sp. CAG:167,-0.8085030687955099,0.4353478062745054
Clostridium sp. CAG:169,-0.8656032281070074,0.46609404590377335
Clostridium sp. CAG:217,-0.2934823336368915,0.15802894888140337
Clostridium sp. CAG:221,0.495634716920565,-0.26688023218799667
Clostridium sp. CAG:230,-0.8269150281876577,0.4452619382548927
Clostridium sp. CAG:245,-0.45227484286986647,0.24353260769915852
Clostridium sp. CAG:253,-0.5044314962433031,0.27161695951562514
Clostridium sp. CAG:269,-0.377497963916621,0.20326813441664213
Clostridium sp. CAG:273,-0.7861047608651294,0.4232871789273772
Clostridium sp. CAG:288,-0.2590993798573847,0.13951505069243797
Clostridium sp. CAG:299,-0.6002125543813436,0.32319137543610804
Clostridium sp. CAG:302,-0.2598720057064086,0.13993107999575852
Clostridium sp. CAG:307,-0.08732313298657411,0.047020148531232264
Clostridium sp. CAG:343,-0.38920396540584334,0.20957136598776202
Clostridium sp. CAG:349,0.6097098715564113,-0.3283053154534522
Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,-0.5538553604829531,0.2982298094908209
Clostridium sp. CAG:354_28_25,-0.5940841305670371,0.31989145492071214
Clostridium sp. CAG:389,-0.14583725964994906,0.07852775519612645
Clostridium sp. CAG:411,-0.20132671317426096,0.10840669170921763
Clostridium sp. CAG:413,0.501383150258789,-0.2699755424470403
Clostridium sp. CAG:417,-0.3942372942388631,0.2122816199747722
Clostridium sp. CAG:43,-0.43867136714047306,0.2362076592294856
Clostridium sp. CAG:433,0.71329288869546,-0.38408078622063246
Clostridium sp. CAG:440,-0.6717748160680422,0.36172490095971505
Clostridium sp. CAG:448,0.34487448428137313,-0.18570164538227787
Clostridium sp. CAG:451,0.15088900466238178,-0.08124792558743611
Clostridium sp. CAG:452,0.2387681095828969,-0.1285674436215597
Clostridium sp. CAG:465,-0.21105499968110525,0.11364499982828741
Clostridium sp. CAG:508,-0.23173361361565728,0.1247796381007386
Clostridium sp. CAG:510,1.1539552362734304,-0.6213605118395394
Clostridium sp. CAG:524,0.0889893121302489,-0.04791732191628788
Clostridium sp. CAG:533,-0.12031234027055691,0.06478356783799222
Clostridium sp. CAG:557,-0.1592460692801441,0.0857478834585391
Clostridium sp. CAG:567,-0.5896430235385245,0.3175000895976667
Clostridium sp. CAG:568,-0.06422351342074126,0.03458189184193762
Clostridium sp. CAG:571,-0.15445780253761912,0.0831695859817947
Clostridium sp. CAG:575,-0.15967466249535428,0.08597866442057549
Clostridium sp. CAG:58,-1.0364228992804034,0.5580738688432942
Clostridium sp. CAG:590,0.5704138035831186,-0.30714589423706384
Clostridium sp. CAG:594,0.20373152819042045,-0.10970159210253404
Clostridium sp. CAG:609,0.07877770319591108,-0.042418763259336835
Clostridium sp. CAG:62,-0.710641193569196,0.3826529503834134
Clostridium sp. CAG:628,0.38670495503446894,-0.2082257450185603
Clostridium sp. CAG:632,0.9935609398627502,-0.5349943522337887
Clostridium sp. CAG:678,-0.4340882435275982,0.23373982343793742
Clostridium sp. CAG:7,-0.9049927826984471,0.48730380606839463
Clostridium sp. CAG:710,0.7116026953808735,-0.38317068212816263
Clostridium sp. CAG:762,-0.08788660464893032,0.04732355634942401
Clostridium sp. CAG:768,0.037436477955695026,-0.02015810351460495
Clostridium sp. CAG:780,0.053434579024729575,-0.028772465628700648
Clostridium sp. CAG:793,-0.2389572367476502,0.12866928132565802
Clostridium sp. CAG:798,-0.4820640467815967,0.25957294826701366
Clostridium sp. CAG:91 & sp. 2789STDY5834873,-0.268964008147544,0.14482677361790855
Clostridium sp. CAG:914,-0.005656666475790947,0.0030458973331182536
Clostridium sp. CAG:921,-0.06405491212423377,0.03449110652843349
Clostridium sp. CAG:964,-0.18260193113723813,0.09832411676620514
Clostridium sp. CAG:967,-0.36059184507748626,0.194164839657108
Clostridium sp. CL-2,-0.28046004977706956,0.15101694987996064
Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27,-0.7907133147247356,0.4257687079287039
Clostridium sp. L2-50,-0.3706619885580528,0.19958722460818204
Clostridium sp. Marseille-P2538,-0.41271858583847915,0.22223308468225797
Clostridium spiroforme,-0.9409581610782203,0.5066697790421183
Clostridium symbiosum,-0.39796804039688277,0.2142904832906292
Colibacter massiliensis,-0.2814553433728874,0.15155287720078553
Collinsella aerofaciens,0.31903828673606444,-0.17178984670403466
Collinsella bouchesdurhonensis,0.41798655351577657,-0.22506968266234118
Collinsella intestinalis,-0.3081288008944894,0.16591550817395587
Collinsella stercoris,-0.031126788050733593,0.01676057818116427
Collinsella tanakaei,-0.5152724055718066,0.27745437223097286
Comamonas kerstersii,0.6557980529752901,-0.3531220285251562
Coprobacillus cateniformis,-0.6385620755172559,0.34384111758621444
Coprobacillus sp. 8_1_38FAA / Clostridium sp. 2789STDY5608874,-0.33208641279583556,0.17881576073621935
Coprobacillus sp. CAG:605,0.19629524122544545,-0.1056974375829321
Coprobacillus sp. CAG:698,0.6912524020423688,-0.3722128318689677
Coprobacillus sp. CAG:826,0.45037935786570327,-0.24251196192768637
Coprobacter fastidiosus,-0.7392771023378619,0.3980722858742335
Coprobacter secundus == Gabonia massiliensis,-0.8296390881944787,0.4467287397970271
Coprococcus catus,-0.5196198215653977,0.27979528853521435
Coprococcus comes,-0.6596967284846257,0.35522131533787527
Coprococcus eutactus 1,-0.2655040691232718,0.1429637295279157
Coprococcus eutactus 2,-0.43051081566561794,0.23181351612764076
Coprococcus sp. 2789STDY5608819 / Clostridium sp. CAG:264,-0.03920885837992781,0.021112462204576393
Coprococcus sp. CAG:782,0.4876560203289661,-0.2625840109463663
Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,-0.5080685346891036,0.27357536483259426
Coraliomargarita sp. CAG:312,0.08803262643357745,-0.04740218346423382
Corallococcus sp. CAG:1435,-0.272410712848776,0.14668269153395627
Cryptobacterium sp. CAG:338,-0.5709099702769607,0.3074130609183635
Culturomica massiliensis,-0.25509070829844144,0.13735653523762226
Dakarella massiliensis,-0.030397082400174184,0.016367659753939813
Desulfovibrio desulfuricans,-0.34523854993932485,0.18589768073655957
Desulfovibrio fairfieldensis,-0.3013899637152309,0.1622869035389704
Desulfovibrio piger,0.7402063091867662,-0.3985726280236434
Desulfovibrio sp. 92-2,-0.5169400302441516,0.2783523239776201
Desulfovibrio sp. An276,-0.3323052852021013,0.17893361510882372
Desulfovibrio sp. Zagget14,0.18187797852720694,-0.09793429613003451
Dialister invisus,-0.9929476903031764,0.5346641409324802
Dialister pneumosintes,-0.32349753147513427,0.17419097848661086
Dialister sp. CAG:357,0.033820276781177924,-0.018210918266788154
Dialister sp. CAG:486,1.1761934744779137,-0.6333349477957995
Dialister succinatiphilus,0.3594195645585658,-0.1935336116853816
Dielma fastidiosa,-0.5456181593281465,0.29379439348438646
Dorea formicigenerans,-0.1347006726153823,0.0725311314082829
Dorea longicatena 1,-0.554905700216737,0.2987953770397813
Dorea longicatena 2,0.25934705441721506,-0.1396484139169622
Dorea sp. CAG:105,-0.45493569865964084,0.24496537620134498
Dorea sp. CAG:317,-0.5599599197474379,0.3015168798640049
Drancourtella sp. An12 & An57,-0.4207562515862184,0.22656105854642528
Duodenibacillus massiliensis,0.6543921253144339,-0.35236499055392595
Eggerthella lenta,-0.449184860808349,0.24186877120449576
Eggerthella sp. 51_9 & CAG:209,-0.4616037020385674,0.24855583955922875
Eggerthella sp. CAG:1427,-0.44145419944711817,0.23770610739460216
Eggerthella sp. CAG:298,-0.5674496975568217,0.305549837145981
Eggerthella sp. CAG:368,-0.07496508783090293,0.04036581652433232
Eisenbergiella tayi,-0.8666985679313258,0.4666838442707139
Emergencia timonensis,-0.7097899680652658,0.3821945981889894
Enorma massiliensis,-0.4375031776189099,0.23557863410248986
Enterobacter asburiae,0.3647048717813757,-0.1963795463438177
Enterobacter cloacae,0.543296795616128,-0.2925444284086842
Enterobacter cloacae complex 'Hoffmann cluster IV',0.6666176362674702,-0.3589479579901761
Enterobacter kobei,-0.027456402065888667,0.014784216497017154
Enterobacter ludwigii,-0.31122873125815026,0.16758470144669635
Enterobacter mori,0.03294911579830383,-0.017741831583701986
Enterobacter xiangfangensis,0.3245576043551856,-0.17476178696048478
Enterococcus asini,-0.29462544918518313,0.1586444726381755
Enterococcus avium,-0.25348079302851095,0.1364896577845829
Enterococcus faecalis,-0.29123004150585136,0.15681617619545843
Enterococcus faecium,-0.5074283811418747,0.27323066676870167
Enterococcus gallinarum,-0.030562661842495984,0.016456817915190085
Erysipelatoclostridium ramosum,-0.25782481234528937,0.13882874510900195
Erysipelotrichaceae bacterium 3_1_53,-0.5874815318067407,0.3163362094343988
Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,-0.5348663930335056,0.2880049808641954
Escherichia coli,0.3460079819790449,-0.1863119902964089
Escherichia fergusonii,0.5403338307633981,-0.29094898579567585
Eubacteriaceae bacterium CHKCI004 & Eubacterium sp. An3,-0.41853920368877,0.2253672635247223
Eubacterium dolichum,-0.7544195724863318,0.4062259236464864
Eubacterium eligens,-0.6440831803264462,0.3468140201757792
Eubacterium hallii,-0.6384086613403611,0.3437585099525021
Eubacterium ramulus,-0.6815842928861608,0.3670069269387024
Eubacterium rectale,0.09528225407315404,-0.05130582911631428
Eubacterium siraeum,-0.6969161907240987,0.3752625642360528
Eubacterium sp. 2789STDY5834909,-0.016958406482887784,0.009131449644631985
Eubacterium sp. 36_13 & CAG:86,-0.47137754846446767,0.25381867994240565
Eubacterium sp. 38_16 & CAG:146,-0.49349429922986665,0.2657276995853125
Eubacterium sp. CAG:115,-0.4378169986964311,0.23574761468269406
Eubacterium sp. CAG:156,-0.7321145954581139,0.39421555140052256
Eubacterium sp. CAG:161,-0.7490167725753977,0.4033167236944451
Eubacterium sp. CAG:180,-0.2680314688640456,0.14432463708063978
Eubacterium sp. CAG:192,-0.9307292855231404,0.501161922973999
Eubacterium sp. CAG:248,0.02568980779633523,-0.013832973428795862
Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,-0.06813582641685767,0.036688521916769634
Eubacterium sp. CAG:252,-0.1580017191661209,0.08507784878175732
Eubacterium sp. CAG:274,-0.8374732130600236,0.4509471147246283
Eubacterium sp. CAG:38,-0.6252520245999394,0.3366741670922749
Eubacterium sp. CAG:581,0.5489277796178007,-0.2955764967172772
Eubacterium sp. CAG:603 & sp.  2789STDY5608818,0.7471014811160018,-0.40228541290861636
Eubacterium sp. CAG:786,0.5506425837001246,-0.2964998527616055
Eubacterium sp. CAG:841,0.7600821973896749,-0.409275029363671
Eubacterium sp. ER2,-0.49407252224962306,0.26603905044210474
Eubacterium ventriosum,-0.9441353460164352,0.5083805709319265
Faecalibacterium prausnitzii 1 (A2-165),0.06423872407086981,-0.03459008219200677
Faecalibacterium prausnitzii 2,0.7733858054081385,-0.4164385106043825
Faecalibacterium prausnitzii 3 ( L2-6),-0.2788860328479269,0.15016940230272996
Faecalibacterium prausnitzii 4 (cf. KLE1255),-0.5659563243559119,0.30474571311472254
Faecalibacterium prausnitzii 5,0.3763174810035291,-0.20263248977113085
Faecalibacterium prausnitzii 6,0.21572755355805714,-0.11616099037741494
Faecalibacterium prausnitzii 7,-0.688070449938902,0.3704994730440242
Faecalibacterium sp. CAG:1138,0.5131842598166407,-0.2763299860551142
