gp,index,Austria,China,Denmark,Fiji,Finland,France,India,Italy,Japan,Luxembourg,Madagascar,Mongolia,Peru,Spain,Sweden,"Tanzania, United Republic of",Thailand,United Kingdom,United States of America
msp_0021,Bacteroides xylanisolvens,-0.6448339249632609,0.581304467617604,0.21529085811150378,-0.710692905140512,3.4478575721626763,0.06841541702185489,0.18869568715518328,-0.5043903038932016,0.25380847591530853,0.31920079350396335,-0.8006324190290505,-0.6496977512474893,-0.8283902084872968,-0.6334845845074424,-0.33624598340839723,-0.8280454811222842,-0.5938233522135654,0.026178039003147028,1.4294856035212595
msp_0022,Bacteroides finegoldii,-0.6622463243332805,1.413970346316864,0.07758476732671389,-0.7932897904714478,-0.8858226095519258,-0.16518735246903193,-0.4747653912323113,-0.4066094879364747,1.3765996683847348,1.0404418287337576,-0.7749748603036116,-0.6783352596118181,-0.8840233065768539,0.600917091707573,-0.24170412596358265,-0.8858226095519258,-0.3641296756196162,-0.2119524214195525,2.919349512571789
msp_0023,Bacteroides caccae,-0.8791518468897862,0.5086200317535159,0.20107985316207197,-0.9028701186218254,1.271504217129778,-0.11743326889886924,0.5366413696659219,-0.21941639639063837,0.5145062370248973,-0.4431461343325848,-1.1435503211732985,-0.7359646620927496,-1.1355335383674359,-0.1296750145992603,-0.07224452659529691,-1.18953490653097,-0.1879041639964329,1.1760512156048746,2.9480219741480913
msp_0024,Hungatella hathewayi 2,-0.45742597632140897,0.9389985074247351,-0.09547930820127126,-0.7204324558955502,3.0895068682369455,-0.6100629899332614,-0.2759214328557107,-0.23205326819706726,1.5552182742226635,-0.558409941865007,-0.8724151758099222,1.1509416986368128,-0.8268507176322974,-0.7847535768797511,-0.4550513254857248,-0.8568032710619793,0.3509149561066365,-0.388791806713612,0.0488709422247687
msp_0025,Akkermansia muciniphila,1.3909088065134814,-0.6714984971932665,-0.210004014559325,-1.003128644152437,0.8558260387232277,-0.10640849851568403,-0.0069881052298835546,0.405811203542177,-0.2722035484973001,-0.39654307679042444,-0.9954672125331947,-0.5186671657149884,-0.6365501218968244,-0.0848911479959547,0.9746111393792445,-1.0754901452873684,-0.993442175754025,3.0980406614350797,0.24608450452746647
msp_0026,Paraprevotella clara,-0.904477098883905,0.5624284451646252,2.4840934273080055,-0.9538610937426775,-1.0683816047115553,0.694608924534264,-0.04964287529038041,0.6068832921868045,0.8670976253193886,-0.14348323822994413,-1.065371342389051,-0.9686318537733098,-1.0395343950894105,-0.6309127461846369,0.5851124659703979,-1.0683816047115553,0.6882788868551528,-0.17042692880536456,1.5746017144731521
msp_0027,Parabacteroides merdae,-0.73902561843254,0.2641305956899785,0.6097960986511872,-0.8962698022953786,0.779588203513199,-0.2602646063892681,-0.6166946874202222,0.4874023007659032,1.5045954979182243,-0.18239515129565395,-1.0436718299197325,0.055772182545871664,-1.1050643041466852,-0.23492055494047964,-0.21177920099442032,-1.1061173253792163,-0.7762738222921707,0.44056113066736513,3.030630893754038
msp_0028,Parabacteroides goldsteinii,-0.7186678554170616,0.4813022447518846,-0.23094649652476984,-0.15635376719346084,-1.0730047050700766,0.7373890041331255,-0.4861765778804938,0.3494480334917853,1.5412794922866875,-0.6396652585204582,-0.9737162851208809,-0.702865828346398,-1.0671312053184163,1.940894340831365,0.6694026539620598,-1.0730047050700766,-0.863032025845523,2.1519310299176126,0.11291791093309553
msp_0029,Eubacterium eligens,-1.2575432137507214,1.5242249953681966,0.6361131970288498,0.05732401103927281,0.09668549329375448,1.4277992549647036,-0.7154149781707456,0.0747469915847835,0.9203295979229997,-0.5837836781346598,-0.4014246523435356,-1.3060064995170528,-0.45349759752478197,2.290682320145527,0.3006861752205269,-1.5691300442592089,0.33311659792178544,-0.6335627052999578,-0.7413452654897359
msp_0030,Klebsiella pneumoniae,0.332784261617789,0.9434521707443159,-0.5065235394955732,0.8388478144524123,-0.969520435745995,-0.9374025783287561,2.706649491067528,-0.7964818557096102,1.7845053874911503,0.696279406656401,0.443530985913939,-0.5681680858884329,-0.16878447423342438,-0.969520435745995,-0.809193882299665,-0.7798071062939824,-0.7384912446146854,-0.5411571393021672,0.03900125971475124
msp_0031,Bacteroides stercoris,-0.6545685100025793,2.301933724806492,-0.03260016977419778,-0.5351893615509526,-0.7502299541514367,-0.43379276089178326,-0.40928874146876204,-0.0026314951607882392,2.0348298256801796,0.3238459006172361,-0.7433174400519349,-0.3322447319399137,-0.7494490024682393,-0.6007165814234185,-0.5543151172087074,-0.7502299541514367,-0.46261687893259273,0.08235546342385255,2.2682257846489846
msp_0032,Alistipes onderdonkii,-0.35781918092693765,0.047599703945623045,0.6824530763783611,-1.111438254007107,1.1821025647225534,-0.5208732431456439,-0.9663543095406134,1.0302172867935437,0.06328893475239325,-0.34698314422431403,-1.1274668297460133,1.3022766433819843,-1.1326244159427656,-0.379189228358796,0.0705981179701173,-1.1319413323862015,-0.9768335572432808,1.8561291625972396,1.8168580049798575
msp_0033,Bacteroides fragilis 2,-0.649146997733318,2.0333504198650565,-0.4707979781877729,0.5962203456629441,-0.6785036371561661,-0.5364948199795394,3.273303453174801,-0.4978390257041583,0.4833088226144923,-0.5179292285180027,-0.09068558364519083,0.05232220048578048,-0.5327782759547115,-0.6500342072032187,-0.03210453229036586,-0.6785036371561661,-0.5722961994323719,-0.2060889387404294,-0.3253021801016635
msp_0034,Faecalibacterium sp. CAG:74,2.1090124699193757,-0.21051827335724285,0.47576894328481273,-0.5730599729593333,-1.0573046542751636,-0.18205957134144357,-0.8036041675113058,0.18340254985474244,-0.7058279971139206,-0.0036152895468898414,-0.9290363981885857,-0.13295242162488233,-0.16055689435296422,-0.5787635895119543,1.3088384266292608,-0.6356434702310386,-0.6105616128904705,2.7946187060497505,-0.2881367828327502
msp_0035,Bacteroides dorei,-0.8553677898682654,0.12730681715730668,0.608607533885922,-0.9191097386866233,3.4832923164810947,-0.23134841879240506,-0.35504346370053497,0.43349944975970855,0.9515266675753931,-0.14837676860970103,-0.7616106850651104,-0.8519797566639445,-0.9108678442109701,0.34042874077549024,-0.09002089335457239,-0.9211269104972364,-0.5043259725870327,0.12394183779333152,0.4805748786081467
msp_0036,Bacteroides eggerthii,-0.6629089684275387,2.0647802148047854,0.7818669144993458,-0.8996917677311077,-1.033580216265699,0.37509012695213184,-0.8804902624944704,0.7917717232346192,0.9582502665286637,-0.6747740837437811,-1.0261316157779388,-0.6704535000927045,-1.0051697328575553,1.4628571375163386,0.13688303593743806,-1.033580216265699,-0.8035516898971912,1.4210417784677687,0.697790855612599
msp_0037,Bacteroides salyersiae,-0.667385278577851,1.3825323164632226,0.5012283079829658,-0.937770371334178,-0.9412761335622104,-0.07803092727508949,-0.6698365399428247,0.06184434950580839,1.9666845457556372,-0.7194389482640067,-0.8740618895911543,-0.9232008612782368,-0.9412761335622104,2.1522645851121567,-0.25485394195854205,-0.9412761335622104,0.05262695147019621,0.821859736421107,1.0093663661974233
msp_0039,Clostridium sp. CAG:127,-0.5955687029219652,0.39884622280480836,0.6683967481040131,-0.22065103937906608,-0.7588114145763264,0.3690853568117536,-0.7554177392816352,-0.3429783500222031,-0.06162514153436056,-0.17330585618473568,-0.29173720436985745,-0.21175972385556802,-0.6740299403610139,0.14742950123355625,0.2691937931073469,-0.7946375817909712,3.8588406119980485,-0.342961208321299,-0.48830833146052227
msp_0040,Bacteroides massiliensis,-0.6411489457492463,1.9615655885567107,0.2197610864746409,-0.8171750567673943,-0.936706936448934,0.4155297372941869,-0.8360510361623356,0.017435606011719895,1.3757752516751292,0.20612941761137674,-0.9356467099334684,-0.6461931840595211,-0.936706936448934,1.5855689738009022,-0.36044131888890857,-0.936706936448934,-0.4538089437344049,-0.3582925989396549,2.077112942157067
msp_0041,Prevotella copri 1,-1.4228151922391716,0.18768146747307282,-0.22806899782532608,1.0877606731836136,1.1258477451871127,-1.1305525442983826,2.247132364563955,-0.2813313398693529,-0.30321889152779796,0.020938039992365272,-0.5929148667088416,0.7534343769091894,-0.5062693439358967,0.020499749384585,-1.264490238074581,0.2772244780753161,1.826972024630497,-1.128587538648671,-0.689241966271689
msp_0042,Coprococcus eutactus 2,-0.1717609731217187,-0.32712781357004034,1.3619596636794595,-0.35156303543998557,-1.330876093319621,2.1464176417615417,-0.9181788393010878,1.7702109665231076,-0.9871256528066852,-0.6694656237401955,-0.6789339128144632,-0.7394973494331487,0.8811897103056677,0.3262300200415954,1.2833092114428106,-0.7787318870958491,-0.5488930163111033,0.4260201764417739,-0.6931831932420617
msp_0043,Bacteroides coprocola,-0.5935951990666676,1.6114964461742138,-0.18174775071713373,-0.6723210465952879,-0.6723210465952879,-0.34613617555882864,-0.28106435127005674,0.7724924720523064,2.1792581213508777,-0.25679449001787935,-0.6723210465952879,-0.6656399935562474,-0.6723210465952879,2.647262809594694,-0.4828961971025407,-0.6723210465952879,-0.606947572763788,-0.22364774088029168,-0.21043514526221965
msp_0044,Hungatella hathewayi 1,0.45514034208818094,-0.06322510901952447,-0.5687885660358728,0.2586029818640603,1.0930723025594564,-0.46988760814258723,-0.10217263581867504,2.4876300319370586,0.2111965902183032,-1.0010171177062213,-1.0542131826810248,0.7686497475893911,-1.061733213110241,-0.9405082311544922,-0.20901577475477048,-1.061733213110241,-1.061733213110241,0.44062523848614477,1.8791106299012965
msp_0045,Ruminococcus bromii 2,1.8914559528303483,-0.09308834667385446,-0.39504960568206127,-0.961788248034893,-0.8646967701666693,2.3869288061306526,-0.5359689163425494,0.40013442297445984,-0.654207623788497,0.6816460392296867,-0.7518439226885176,-0.9278359309896006,-0.14992336757037683,-0.13006371742592834,1.4409797653170011,-0.8235730414940636,-1.0494226290159963,1.0037385410433382,-0.4674214076524763
msp_0046,Bacteroides uniformis,-0.7897435822356831,1.001528984992259,1.1125691811592755,-1.204405322961902,0.011873772617361623,0.1121631736922709,-0.6125300749631244,0.8008781368453028,1.1637465062672052,0.16724806776677167,-1.1866637737084287,-0.6840677091135704,-1.2884905840809464,0.14564900083639604,0.06422514177823292,-1.30333735791271,-0.9788918146174578,1.8760530740649355,1.5921951795738112
msp_0047,Eubacterium sp. CAG:115,0.07654849420149382,-0.30849850987941957,1.3548679221952693,-0.8648128219438207,-1.246867163400779,0.5168270477686278,-1.1940812276985602,0.30980843710800016,-0.5853987203305283,-0.5416495715988621,-0.9943833025694107,0.9662055641834221,-1.0006976913309895,-0.1808879143772461,2.4428617273542947,-0.9976255029768385,1.4477024779247234,0.3839031513075733,0.41617760406305054
msp_0048,Eubacterium sp. CAG:38,-0.7779490563821552,3.340417163120342,0.4028852854606346,-0.6170396599256758,0.1974900573036891,0.0953562447763998,-0.3587913585652154,1.0005537168116445,1.617814067779343,-0.3954912492003224,-0.6514106308517658,-0.536636769126761,-0.7982076086224393,-0.21580396098897656,-0.14628071473460352,-0.8464416660796533,-0.28669899182482095,-0.5397882621750513,-0.48397660677461396
msp_0050,Eubacterium hallii,3.0506932658987282,-0.5777406895753948,-0.5252572904941528,-0.726959218897894,-0.8063575396519073,1.0037373942497556,-0.810775334078166,0.31390842335541463,-0.6118169369840561,0.2482185994263234,-0.5602747956667391,-0.7991986009222183,-0.5384856951614548,1.2755563776196455,1.2376324467334605,-0.680578469773107,-0.3705834255710077,0.5291807784341119,-0.6508992889413376
msp_0052,Blautia sp. CAG:257,4.054289356716128,-0.2345726213041321,-0.3125437101998799,-0.435275287050152,-0.4116947748323526,0.47664558961491094,-0.41721164648615183,0.04251661581950663,0.5684518896091298,-0.3746922775628668,-0.435275287050152,-0.42598282994888537,-0.435275287050152,-0.3423024841457815,-0.3578352889507359,-0.435275287050152,-0.4298327706992533,-0.036634256688669126,-0.057499642740359874
msp_0053,Eubacterium siraeum,-0.14915000338420156,-0.6021417941631831,1.1421607381376935,-0.8708628063105432,-0.5858050872183426,0.12319004589088055,-0.685865074360993,1.3052037684953095,0.6402843574994511,-0.3352077866409837,-1.307605766517196,-0.724886895438864,-1.26320109789397,-0.636960701326012,2.397962397972628,0.05473446994145378,-0.7717255183424978,1.5447962999661973,0.7250804536931772
msp_0054,Bacteroides nordii,-0.9636145748902057,2.695019069874212,0.5987087326955638,-0.980539975960602,-1.1166552239117182,0.9443289941856061,0.47724786933926505,-0.010354113607425124,0.27963411364251195,0.29929830456112355,-0.9417456813298317,0.25344438024082,-0.9393021467583518,-0.4004193659699353,-0.4070385388076159,-1.1166552239117182,-0.9185008952782466,0.8241812916109573,1.4229629842755913
msp_0055,Firmicutes bacterium CAG:65 / Clostridium sp. 2789STDY5608883,-1.2678062001135548,0.2777058838051664,0.9126732181857135,2.5595206822605916,0.8407284771524103,-0.103829156475295,1.6243854461126317,-0.8494447623675258,0.07899809241246727,-0.9415250393899538,0.6710571810587189,0.8365363106787057,-0.6208108480713149,-1.2524016120350847,-0.6251987969207031,-0.4368841865334739,-0.11919296804766301,-0.7392687277994728,-0.8452429939123633
msp_0057,Roseburia sp. CAG:45 & sp. 2789STDY5608886,0.5801992486625213,-0.599917725958539,1.1949637663674453,0.5204309807243698,-1.4307906492497726,2.4677510562760587,-0.9110868079856341,-0.07844884273509657,-0.8528694206688687,-1.043080789796069,0.3263069742213335,-0.6547481347919524,-0.3295009868129654,1.7774486580503857,0.17695292904713136,-1.1451887024743854,0.6688866050736905,-0.323867971542544,-0.34344018640711066
msp_0058,Ruminococcus gnavus,2.461565070451129,0.46594991317941814,-0.38656033396651757,-0.6419679019534614,0.6060915447947641,-0.17235903228663182,-0.4194399859401559,-0.2131201455003099,2.949882269559713,-0.5323804787896008,-0.6677838768334856,-0.35252450419818193,-0.6751089918310107,-0.6341381173379964,0.17409961273633412,-0.6780409756022113,-0.6498641841312186,-0.22565314568472805,-0.4086467366658496
msp_0059,Barnesiella intestinihominis,-0.46775419741969465,-0.4284551538668671,1.8329269734401306,-0.8480907927605923,-1.07771518040529,0.489808397593631,-0.4687287297957747,0.23477862618289555,0.21609334372227465,-0.13136893282809528,-0.9857511446545162,-0.708261163403215,-1.0177825181674722,1.1884898501194134,0.7875078654352965,-1.07771518040529,-0.9771436730484524,2.0409027682593845,1.3982588420022344
msp_0060,Firmicutes bacterium CAG:95,-0.7332493613182522,-0.4855707251147202,0.31239799157716874,-0.1249907304851893,-0.9913387632793884,0.12547632487348645,-0.0328274483326156,-0.3808702500544904,-0.7349937660801357,-0.655838906194863,0.5800700129990158,-0.3956825028941344,0.28819500571396583,-0.7564280144519595,1.120749813735123,3.6008316975349675,0.288279040637897,-0.41107943242797734,-0.6131299864379015
msp_0061,Bacteroides congonensis,0.16862077566670763,2.440403645212565,-0.48897378263310304,-0.5823420763798199,-0.596376433402691,-0.5429986436137942,-0.5934267388887715,-0.5823513503869755,0.07599010854322363,-0.5399448204683654,-0.5810652585438445,2.7700537660579223,-0.596376433402691,-0.5382162531741551,-0.35885354385917556,-0.4788631253132281,-0.5302233517138435,0.3938441797892324,1.161099336510808
msp_0062,Odoribacter splanchnicus,-1.232728474084593,0.12407501885761636,1.131154381855062,-1.1060962156494853,1.330394416754881,0.3247642483382103,-0.0717761551488305,-0.16929853472950337,0.058642455636455676,0.20553522867251534,-1.2919118670993315,-0.385712616523989,-1.465971218591482,1.4190771033918708,-0.4322180277435663,-1.4705364526545053,0.510111607294661,0.47529214822638133,2.047202953197632
msp_0063,Bacteroides clarus,-0.0625991316908821,1.0735478443889914,0.7951421961998716,-0.7994132437853535,-0.8541788013716353,2.966902657008677,-0.6482034645660981,1.0002361285602104,0.1330739251507616,-0.45973708928160445,-0.8084467690678472,-0.8481596833594737,-0.8541788013716353,0.2837895776128022,-0.43516654189166537,-0.8541788013716353,-0.7773413780337203,1.2900167997805365,-0.1411054229102975
msp_0064,Alistipes sp. CAG:435,-0.395245530607169,-0.6372868163898814,-0.3722791793960942,0.6645973827255355,-0.7147000553695233,-0.6591622232083333,0.005154364810958353,-0.5642013471489034,-0.6704993740975282,-0.7143717032930577,0.5958704276443353,0.48211139225133137,3.120101609235389,-0.7147000553695233,-0.09787323213331749,2.005054480288666,-0.6165532647872454,-0.09896779450678078,-0.61704908064886
msp_0065,Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,2.6262122102352814,-0.670514768314306,-0.3617814953312311,-0.5866728633557629,-0.76106866289116,0.9594769294874912,-0.7026471616990615,1.9710925557513939,-0.6877639976852712,0.48903544572461094,-0.652504682852994,-0.5576473518783394,-0.3901106285722522,-0.2618415258165878,1.388579016221452,-0.76106866289116,-0.76106866289116,0.36225896675040203,-0.6419646599913461
msp_0066,Clostridium sp. AT4,3.11883720121579,0.7252302735614072,-0.14775184162492383,-0.5872412187154797,-0.4320521507040035,0.9578965701493202,-0.5793074967620272,-0.15001986202015516,2.0740115815157867,-0.5809307879140044,-0.5878857010089501,-0.542416188088261,-0.5878857010089501,-0.3674729201174105,-0.5625546131787968,-0.5878857010089501,-0.5598714767353664,-0.32627188506249566,-0.2764280824925284
msp_0067,Prevotella sp. 109 & CAG:255,-0.6516196868264744,0.024544856976266197,0.6007403282859047,-0.6664981987009291,-0.6664981987009291,1.549757702829996,-0.6664981987009291,2.8229442226298374,0.6662701474290128,1.750630166853123,-0.6664981987009291,-0.6655618920020939,-0.6664981987009291,0.05053565268417586,-0.6407283806201303,-0.6664981987009291,-0.6664981987009291,-0.5059055395565816,-0.3361201877765318
msp_0068,Eubacterium rectale,0.5182389298501321,-0.9731416750798975,-0.5351415235189753,1.0283119236767515,-0.040688563018966256,-0.11000562370474641,-1.109685836492541,0.003107383734661469,-0.7027686017717562,1.2162471169743037,0.31371849643684924,1.1933338512199518,-1.8784282340186218,-0.5597457979766335,1.0295451469652193,-0.8384952419884444,2.3287366572026436,-0.06605597107817218,-0.817082437411757
msp_0069,Bacteroides vulgatus,-0.642107217185848,1.2947522752579086,0.4126094115153475,-1.042458507847909,1.2957505810562837,0.07454428802461627,-0.361114440017667,0.21982654217814723,1.7436515782439688,0.01786018140834127,-1.1412083715950945,-0.8046646582669721,-1.2065470019470712,0.49726042190236086,-0.44670456739880976,-1.21892766107132,-0.8738012086149979,0.025335494821658495,2.1559428595370616
msp_0070,Akkermansia sp. CAG:344,-0.08986323754207504,-0.049137543444677696,-0.2257873231349447,-0.5112550598331524,-0.5884941665896173,-0.08252644008507623,-0.4052613344552091,2.97916981656913,-0.1133269752315495,-0.2874196294832495,-0.5882258962556165,-0.41398182048492455,-0.5884941665896173,-0.5385940773065364,-0.31308076744880203,-0.5884941665896173,-0.5821199068742399,2.6747798567174392,0.312112838062337
msp_0071,Roseburia hominis,0.49975305560476013,1.3873040047299472,1.0020861836583619,-0.9532189359632386,-1.4967167586991128,-0.09936870340603123,-0.060044604851729896,-0.4764568834223054,0.10258296831979809,-1.032825516045861,0.11771683475997635,-0.30368694487965264,-1.377269556231253,-0.2499716552762825,1.4366314299440326,-0.9527773145039762,0.4055474487596364,2.4484893226826543,-0.3977743751797212
msp_0072,Roseburia inulinivorans,-1.286914939488671,1.6651473937360117,-0.012615977153170057,0.2693117647910282,0.7379718927134493,-0.4410681334557956,0.7015936779939381,-0.18301679733453888,1.5508746485527394,0.39333325929249435,0.38343531877430986,-0.6474824153918356,-1.5620711452342928,0.8717159539101638,-0.2828865070092078,-1.399296110000268,1.5130870873804938,-1.157488152974419,-1.1136308191024302
msp_0074,Roseburia sp. CAG:100,-0.6336401095085678,-0.27891226996328994,0.164995121579693,0.08227105263741032,3.2586609205377366,-0.2855480754324694,-0.5286926340988022,-0.6587305236733174,-0.544109130782679,-0.28770758124249235,0.4030313834886622,-0.5430016318978776,-0.5925102300678489,-0.5995426047425866,-0.4013519538426115,0.062079320204541016,2.2331787244854264,-0.5044709105250904,-0.34599886715583394
