gp,index,Austria,China,Denmark,Fiji,Finland,France,India,Italy,Japan,Luxembourg,Madagascar,Mongolia,Peru,Spain,Sweden,"Tanzania, United Republic of",Thailand,United Kingdom,United States of America
msp_0188,bacterium LF-3 / Coprobacillus sp. CAG:235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0189,Blautia sp. CAG:237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0190,Bacteroides sp. CAG:530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0193,Clostridium scindens 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0194,Clostridium sp. 42_12 & CAG:75,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0195,Desulfovibrio piger,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0196,Alistipes shahii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0197,Megasphaera sp. BL7 & NM10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0198,Coprobacter secundus == Gabonia massiliensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0199,Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0200,Anaerostipes caccae,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0201,Akkermansia sp. KLE1605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0202,Acinetobacter sp. N54.MGS-139 / Proteobacteria bacterium CAG:139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0203,Negativibacillus massiliensis,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0204,Clostridia bacterium UC5.1-1D10 / Clostridium sp. CAG:505 / Firmicutes bacterium CAG:466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0205,Firmicutes bacterium CAG:124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0206,Butyrivibrio crossotus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0207,Roseburia sp. CAG:380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0208,Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0209,Enterobacter cloacae complex 'Hoffmann cluster IV',False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
msp_0211,Mediterranea massiliensis ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0212,Dialister invisus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0213,Flavonifractor plautii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0214,Alistipes sp. CAG:268,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0215,Dialister sp. CAG:357,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0216,Odoribacter laneus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
msp_0217,Bacteroides sp. Marseille-P3108 & CAG:633,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0220,Azospirillum sp. 51_20,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0221,Acidaminococcus intestini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0222,Clostridium sp. CAG:354_28_25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0223,Clostridium sp. L2-50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0224,Prevotella copri 2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0225,Alistipes obesi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0227,Eubacterium sp. 36_13 & CAG:86,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0228,Proteus mirabilis,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0229,Prevotella sp. 885,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0230,Alistipes inops == Tidjanibacter massiliensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0232,Dorea sp. CAG:317,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0236,Eubacterium ventriosum,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0237,Roseburia sp. CAG:182,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0241,Klebsiella variicola,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0242,Anaerotignum lactatifermentans,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0243,Clostridium sp. CAG:253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0244,Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0245,Megasphaera massiliensis,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
msp_0246,Tyzzerella nexilis,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0247,Clostridium sp. 44_14 & CAG:277,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0250,Ruminococcus lactaris,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0256,Bacteroides sp. CAG:462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0258,Firmicutes bacterium CAG:102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0259,Coprococcus comes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0260,Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0261,Bacteroides sp. CAG:770,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0262,Ruminococcus callidus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0263,Bifidobacterium adolescentis,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0264,Parabacteroides sp. SN4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0266,Fusobacterium ulcerans,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
msp_0271,Eubacterium sp. CAG:180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0273,Clostridium sp. CAG:510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
msp_0274,Sellimonas intestinalis == Drancourtella massiliensis,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0275,Prevotella stercorea,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
msp_0276,Flavonifractor sp. An10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
msp_0277,Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0278,Erysipelotrichaceae bacterium 3_1_53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0279,Cloacibacillus porcorum,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
msp_0280,Sutterella wadsworthensis 2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0281,Catenibacterium sp. CAG:290,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
msp_0282,Ruminococcus sp. CAG:330,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
msp_0285,Clostridium sp. CAG:217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0286,Ruminococcus sp. 37_24 & sp. 2789STDY5834934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
msp_0287,Alistipes ihumii,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
msp_0289,Fusobacterium varium,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0290,Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
msp_0294,Butyrivibrio sp. CAG:318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
